District	Assembly_Id	Assembly_Name	Parliamentary_Name	Development_Parameter	Development_Parameter_Score
AURANGABAD	219	GOH	KARAKAT	ELECTRICITY	2
AURANGABAD	219	GOH	KARAKAT	WATER	3
AURANGABAD	219	GOH	KARAKAT	ROAD	5
AURANGABAD	219	GOH	KARAKAT	HEALTH SERVICES	3
AURANGABAD	219	GOH	KARAKAT	EDUCATION	4
AURANGABAD	219	GOH	KARAKAT	EMPLOYMENT GROWTH	0
AURANGABAD	219	GOH	KARAKAT	PUBLIC TRANSPORT	5
AURANGABAD	219	GOH	KARAKAT	LAW & ORDER	5
AURANGABAD	219	GOH	KARAKAT	CASTE POLARISTION	8
AURANGABAD	219	GOH	KARAKAT	COMMUNAL POLARISATION	2
AURANGABAD	219	GOH	KARAKAT	COMMUNAL POLARISATION	5
AURANGABAD	224	RAFIGANJ	AURANGABAD	ELECTRICITY	4
AURANGABAD	224	RAFIGANJ	AURANGABAD	WATER	3
AURANGABAD	224	RAFIGANJ	AURANGABAD	ROAD	2
AURANGABAD	224	RAFIGANJ	AURANGABAD	HEALTH SERVICES	3
AURANGABAD	224	RAFIGANJ	AURANGABAD	EDUCATION	4
AURANGABAD	224	RAFIGANJ	AURANGABAD	EMPLOYMENT GROWTH	2
AURANGABAD	224	RAFIGANJ	AURANGABAD	PUBLIC TRANSPORT	5
AURANGABAD	224	RAFIGANJ	AURANGABAD	LAW & ORDER	5
AURANGABAD	224	RAFIGANJ	AURANGABAD	CASTE POLARISTION	8
AURANGABAD	224	RAFIGANJ	AURANGABAD	COMMUNAL POLARISATION	5
AURANGABAD	224	RAFIGANJ	AURANGABAD	COMMUNAL POLARISATION	4
AURANGABAD	222	KUTUMBA	AURANGABAD	ELECTRICITY	3
AURANGABAD	222	KUTUMBA	AURANGABAD	WATER	2
AURANGABAD	222	KUTUMBA	AURANGABAD	ROAD	3
AURANGABAD	222	KUTUMBA	AURANGABAD	HEALTH SERVICES	2
AURANGABAD	222	KUTUMBA	AURANGABAD	EDUCATION	4
AURANGABAD	222	KUTUMBA	AURANGABAD	EMPLOYMENT GROWTH	2
AURANGABAD	222	KUTUMBA	AURANGABAD	PUBLIC TRANSPORT	5
AURANGABAD	222	KUTUMBA	AURANGABAD	LAW & ORDER	5
AURANGABAD	222	KUTUMBA	AURANGABAD	CASTE POLARISTION	5
AURANGABAD	222	KUTUMBA	AURANGABAD	COMMUNAL POLARISATION	2
AURANGABAD	222	KUTUMBA	AURANGABAD	COMMUNAL POLARISATION	4
AURANGABAD	221	NABINAGAR	KARAKAT	ELECTRICITY	2
AURANGABAD	221	NABINAGAR	KARAKAT	WATER	3
AURANGABAD	221	NABINAGAR	KARAKAT	ROAD	4
AURANGABAD	221	NABINAGAR	KARAKAT	HEALTH SERVICES	4
AURANGABAD	221	NABINAGAR	KARAKAT	EDUCATION	5
AURANGABAD	221	NABINAGAR	KARAKAT	EMPLOYMENT GROWTH	3
AURANGABAD	221	NABINAGAR	KARAKAT	PUBLIC TRANSPORT	5
AURANGABAD	221	NABINAGAR	KARAKAT	LAW & ORDER	5
AURANGABAD	221	NABINAGAR	KARAKAT	CASTE POLARISTION	5
AURANGABAD	221	NABINAGAR	KARAKAT	COMMUNAL POLARISATION	0
AURANGABAD	221	NABINAGAR	KARAKAT	COMMUNAL POLARISATION	4
AURANGABAD	220	OBRA	KARAKAT	ELECTRICITY	3
AURANGABAD	220	OBRA	KARAKAT	WATER	3
AURANGABAD	220	OBRA	KARAKAT	ROAD	6
AURANGABAD	220	OBRA	KARAKAT	HEALTH SERVICES	3
AURANGABAD	220	OBRA	KARAKAT	EDUCATION	3
AURANGABAD	220	OBRA	KARAKAT	EMPLOYMENT GROWTH	1
AURANGABAD	220	OBRA	KARAKAT	PUBLIC TRANSPORT	5
AURANGABAD	220	OBRA	KARAKAT	LAW & ORDER	6
AURANGABAD	220	OBRA	KARAKAT	CASTE POLARISTION	8
AURANGABAD	220	OBRA	KARAKAT	COMMUNAL POLARISATION	0
AURANGABAD	220	OBRA	KARAKAT	COMMUNAL POLARISATION	5
AURANGABAD	223	AURANGABAD	AURANGABAD	ELECTRICITY	4
AURANGABAD	223	AURANGABAD	AURANGABAD	WATER	4
AURANGABAD	223	AURANGABAD	AURANGABAD	ROAD	6
AURANGABAD	223	AURANGABAD	AURANGABAD	HEALTH SERVICES	5
AURANGABAD	223	AURANGABAD	AURANGABAD	EDUCATION	5
AURANGABAD	223	AURANGABAD	AURANGABAD	EMPLOYMENT GROWTH	3
AURANGABAD	223	AURANGABAD	AURANGABAD	PUBLIC TRANSPORT	6
AURANGABAD	223	AURANGABAD	AURANGABAD	LAW & ORDER	5
AURANGABAD	223	AURANGABAD	AURANGABAD	CASTE POLARISTION	5
AURANGABAD	223	AURANGABAD	AURANGABAD	COMMUNAL POLARISATION	3
AURANGABAD	223	AURANGABAD	AURANGABAD	COMMUNAL POLARISATION	4
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	ELECTRICITY	5
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	WATER	5
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	ROAD	6
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	HEALTH SERVICES	6
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	EDUCATION	6
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	EMPLOYMENT GROWTH	4
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	PUBLIC TRANSPORT	5
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	LAW & ORDER	6
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	CASTE POLARISTION	5
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	COMMUNAL POLARISATION	1
KAIMUR (BHABUA)	203	RAMGARH	BUXAR	COMMUNAL POLARISATION	5
KAIMUR (BHABUA)	205	BHABUA	SASARAM	ELECTRICITY	4
KAIMUR (BHABUA)	205	BHABUA	SASARAM	WATER	4
KAIMUR (BHABUA)	205	BHABUA	SASARAM	ROAD	6
KAIMUR (BHABUA)	205	BHABUA	SASARAM	HEALTH SERVICES	6
KAIMUR (BHABUA)	205	BHABUA	SASARAM	EDUCATION	4
KAIMUR (BHABUA)	205	BHABUA	SASARAM	EMPLOYMENT GROWTH	3
KAIMUR (BHABUA)	205	BHABUA	SASARAM	PUBLIC TRANSPORT	3
KAIMUR (BHABUA)	205	BHABUA	SASARAM	LAW & ORDER	6
KAIMUR (BHABUA)	205	BHABUA	SASARAM	CASTE POLARISTION	5
KAIMUR (BHABUA)	205	BHABUA	SASARAM	COMMUNAL POLARISATION	0
KAIMUR (BHABUA)	205	BHABUA	SASARAM	COMMUNAL POLARISATION	5
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	ELECTRICITY	4
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	WATER	4
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	ROAD	6
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	HEALTH SERVICES	6
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	EDUCATION	4
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	EMPLOYMENT GROWTH	3
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	PUBLIC TRANSPORT	5
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	LAW & ORDER	6
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	CASTE POLARISTION	5
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	COMMUNAL POLARISATION	0
KAIMUR (BHABUA)	204	MOHANIA	SASARAM	COMMUNAL POLARISATION	5
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	ELECTRICITY	4
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	WATER	3
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	ROAD	3
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	HEALTH SERVICES	3
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	EDUCATION	4
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	EMPLOYMENT GROWTH	2
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	PUBLIC TRANSPORT	3
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	LAW & ORDER	4
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	CASTE POLARISTION	6
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	COMMUNAL POLARISATION	0
KAIMUR (BHABUA)	206	CHAINPUR	SASARAM	COMMUNAL POLARISATION	3
ROHTAS 	208	SASARAM	SASARAM	ELECTRICITY	4
ROHTAS 	208	SASARAM	SASARAM	WATER	4
ROHTAS 	208	SASARAM	SASARAM	ROAD	5
ROHTAS 	208	SASARAM	SASARAM	HEALTH SERVICES	6
ROHTAS 	208	SASARAM	SASARAM	EDUCATION	6
ROHTAS 	208	SASARAM	SASARAM	EMPLOYMENT GROWTH	5
ROHTAS 	208	SASARAM	SASARAM	PUBLIC TRANSPORT	4
ROHTAS 	208	SASARAM	SASARAM	LAW & ORDER	6
ROHTAS 	208	SASARAM	SASARAM	CASTE POLARISTION	5
ROHTAS 	208	SASARAM	SASARAM	COMMUNAL POLARISATION	5
ROHTAS 	208	SASARAM	SASARAM	COMMUNAL POLARISATION	5
ROHTAS 	207	CHENARI	SASARAM	ELECTRICITY	4
ROHTAS 	207	CHENARI	SASARAM	WATER	3
ROHTAS 	207	CHENARI	SASARAM	ROAD	5
ROHTAS 	207	CHENARI	SASARAM	HEALTH SERVICES	6
ROHTAS 	207	CHENARI	SASARAM	EDUCATION	6
ROHTAS 	207	CHENARI	SASARAM	EMPLOYMENT GROWTH	5
ROHTAS 	207	CHENARI	SASARAM	PUBLIC TRANSPORT	4
ROHTAS 	207	CHENARI	SASARAM	LAW & ORDER	5
ROHTAS 	207	CHENARI	SASARAM	CASTE POLARISTION	4
ROHTAS 	207	CHENARI	SASARAM	COMMUNAL POLARISATION	0
ROHTAS 	207	CHENARI	SASARAM	COMMUNAL POLARISATION	4
ROHTAS 	211	NOKHA	KARAKAT	ELECTRICITY	3
ROHTAS 	211	NOKHA	KARAKAT	WATER	5
ROHTAS 	211	NOKHA	KARAKAT	ROAD	5
ROHTAS 	211	NOKHA	KARAKAT	HEALTH SERVICES	7
ROHTAS 	211	NOKHA	KARAKAT	EDUCATION	6
ROHTAS 	211	NOKHA	KARAKAT	EMPLOYMENT GROWTH	4
ROHTAS 	211	NOKHA	KARAKAT	PUBLIC TRANSPORT	6
ROHTAS 	211	NOKHA	KARAKAT	LAW & ORDER	5
ROHTAS 	211	NOKHA	KARAKAT	CASTE POLARISTION	5
ROHTAS 	211	NOKHA	KARAKAT	COMMUNAL POLARISATION	2
ROHTAS 	211	NOKHA	KARAKAT	COMMUNAL POLARISATION	5
ROHTAS 	212	DEHRI	KARAKAT	ELECTRICITY	3
ROHTAS 	212	DEHRI	KARAKAT	WATER	4
ROHTAS 	212	DEHRI	KARAKAT	ROAD	6
ROHTAS 	212	DEHRI	KARAKAT	HEALTH SERVICES	6
ROHTAS 	212	DEHRI	KARAKAT	EDUCATION	7
ROHTAS 	212	DEHRI	KARAKAT	EMPLOYMENT GROWTH	5
ROHTAS 	212	DEHRI	KARAKAT	PUBLIC TRANSPORT	5
ROHTAS 	212	DEHRI	KARAKAT	LAW & ORDER	4
ROHTAS 	212	DEHRI	KARAKAT	CASTE POLARISTION	2
ROHTAS 	212	DEHRI	KARAKAT	COMMUNAL POLARISATION	5
ROHTAS 	212	DEHRI	KARAKAT	COMMUNAL POLARISATION	5
ROHTAS 	210	DINARA	BUXAR	ELECTRICITY	5
ROHTAS 	210	DINARA	BUXAR	WATER	6
ROHTAS 	210	DINARA	BUXAR	ROAD	6
ROHTAS 	210	DINARA	BUXAR	HEALTH SERVICES	5
ROHTAS 	210	DINARA	BUXAR	EDUCATION	5
ROHTAS 	210	DINARA	BUXAR	EMPLOYMENT GROWTH	4
ROHTAS 	210	DINARA	BUXAR	PUBLIC TRANSPORT	5
ROHTAS 	210	DINARA	BUXAR	LAW & ORDER	4
ROHTAS 	210	DINARA	BUXAR	CASTE POLARISTION	7
ROHTAS 	210	DINARA	BUXAR	COMMUNAL POLARISATION	0
ROHTAS 	210	DINARA	BUXAR	COMMUNAL POLARISATION	4
ROHTAS 	209	KARGAHAR	SASARAM	ELECTRICITY	5
ROHTAS 	209	KARGAHAR	SASARAM	WATER	8
ROHTAS 	209	KARGAHAR	SASARAM	ROAD	4
ROHTAS 	209	KARGAHAR	SASARAM	HEALTH SERVICES	5
ROHTAS 	209	KARGAHAR	SASARAM	EDUCATION	4
ROHTAS 	209	KARGAHAR	SASARAM	EMPLOYMENT GROWTH	4
ROHTAS 	209	KARGAHAR	SASARAM	PUBLIC TRANSPORT	5
ROHTAS 	209	KARGAHAR	SASARAM	LAW & ORDER	5
ROHTAS 	209	KARGAHAR	SASARAM	CASTE POLARISTION	8
ROHTAS 	209	KARGAHAR	SASARAM	COMMUNAL POLARISATION	2
ROHTAS 	209	KARGAHAR	SASARAM	COMMUNAL POLARISATION	4
ROHTAS 	213	KARAKAT	KARAKAT	ELECTRICITY	5
ROHTAS 	213	KARAKAT	KARAKAT	WATER	5
ROHTAS 	213	KARAKAT	KARAKAT	ROAD	4
ROHTAS 	213	KARAKAT	KARAKAT	HEALTH SERVICES	5
ROHTAS 	213	KARAKAT	KARAKAT	EDUCATION	4
ROHTAS 	213	KARAKAT	KARAKAT	EMPLOYMENT GROWTH	4
ROHTAS 	213	KARAKAT	KARAKAT	PUBLIC TRANSPORT	5
ROHTAS 	213	KARAKAT	KARAKAT	LAW & ORDER	5
ROHTAS 	213	KARAKAT	KARAKAT	CASTE POLARISTION	6
ROHTAS 	213	KARAKAT	KARAKAT	COMMUNAL POLARISATION	3
ROHTAS 	213	KARAKAT	KARAKAT	COMMUNAL POLARISATION	5
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	ELECTRICITY	4
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	WATER	5
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	ROAD	6
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	HEALTH SERVICES	5
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	EDUCATION	3
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	EMPLOYMENT GROWTH	4
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	PUBLIC TRANSPORT	3
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	LAW & ORDER	7
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	CASTE POLARISTION	2
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	COMMUNAL POLARISATION	0
PASCHIM CHAMPARAN 	1	VALMIKI NAGAR	VALMIKI NAGAR	COMMUNAL POLARISATION	6
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	ELECTRICITY	4
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	WATER	3
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	ROAD	6
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	HEALTH SERVICES	5
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	EDUCATION	3
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	EMPLOYMENT GROWTH	3
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	PUBLIC TRANSPORT	6
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	LAW & ORDER	7
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	CASTE POLARISTION	5
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	COMMUNAL POLARISATION	0
PASCHIM CHAMPARAN 	2	RAMNAGAR	VALMIKI NAGAR	COMMUNAL POLARISATION	7
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	ELECTRICITY	3
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	WATER	6
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	ROAD	8
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	HEALTH SERVICES	6
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	EDUCATION	5
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	EMPLOYMENT GROWTH	4
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	PUBLIC TRANSPORT	7
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	LAW & ORDER	7
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	CASTE POLARISTION	
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	COMMUNAL POLARISATION	4
PASCHIM CHAMPARAN 	3	NARKATIAGANJ	VALMIKI NAGAR	COMMUNAL POLARISATION	7
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	ELECTRICITY	2
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	WATER	4
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	ROAD	6
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	HEALTH SERVICES	4
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	EDUCATION	2
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	EMPLOYMENT GROWTH	2
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	PUBLIC TRANSPORT	4
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	LAW & ORDER	6
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	CASTE POLARISTION	0
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	COMMUNAL POLARISATION	4
PASCHIM CHAMPARAN 	4	BAGAHA	VALMIKI NAGAR	COMMUNAL POLARISATION	6
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	ELECTRICITY	2
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	WATER	5
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	ROAD	6
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	HEALTH SERVICES	4
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	EDUCATION	3
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	EMPLOYMENT GROWTH	2
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	PUBLIC TRANSPORT	5
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	LAW & ORDER	7
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	CASTE POLARISTION	
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	COMMUNAL POLARISATION	4
PASCHIM CHAMPARAN 	5	LAURIYA	VALMIKI NAGAR	COMMUNAL POLARISATION	7
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	ELECTRICITY	2
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	WATER	6
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	ROAD	4
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	HEALTH SERVICES	4
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	EDUCATION	3
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	EMPLOYMENT GROWTH	4
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	PUBLIC TRANSPORT	6
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	LAW & ORDER	5
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	CASTE POLARISTION	3
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	4
PASCHIM CHAMPARAN 	6	NAUTAN	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	4
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	ELECTRICITY	2
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	WATER	6
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	ROAD	6
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	HEALTH SERVICES	5
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	EDUCATION	2
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	EMPLOYMENT GROWTH	3
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	PUBLIC TRANSPORT	6
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	LAW & ORDER	8
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	CASTE POLARISTION	2
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	3
PASCHIM CHAMPARAN 	7	CHANPATIA	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	5
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	ELECTRICITY	2
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	WATER	6
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	ROAD	6
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	HEALTH SERVICES	6
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	EDUCATION	5
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	EMPLOYMENT GROWTH	4
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	PUBLIC TRANSPORT	6
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	LAW & ORDER	8
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	CASTE POLARISTION	4
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	4
PASCHIM CHAMPARAN 	8	BETTIAH	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	6
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	ELECTRICITY	2
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	WATER	4
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	ROAD	6
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	HEALTH SERVICES	4
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	EDUCATION	2
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	EMPLOYMENT GROWTH	2
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	PUBLIC TRANSPORT	5
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	LAW & ORDER	7
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	CASTE POLARISTION	2
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	COMMUNAL POLARISATION	3
PASCHIM CHAMPARAN 	9	SIKTA	VALMIKI NAGAR	COMMUNAL POLARISATION	5
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	ELECTRICITY	2
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	WATER	6
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	HEALTH SERVICES	4
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	EDUCATION	6
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	EMPLOYMENT GROWTH	3
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	LAW & ORDER	6
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	CASTE POLARISTION	0
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	3
PURVI CHAMPARAN 	10	RAXAUL	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	ELECTRICITY	2
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	WATER	4
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	ROAD	7
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	HEALTH SERVICES	5
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	EDUCATION	4
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	EMPLOYMENT GROWTH	4
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	LAW & ORDER	7
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	CASTE POLARISTION	2
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	4
PURVI CHAMPARAN 	11	SUGAULI	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	ELECTRICITY	2
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	WATER	4
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	HEALTH SERVICES	4
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	EDUCATION	5
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	EMPLOYMENT GROWTH	4
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	PUBLIC TRANSPORT	6
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	LAW & ORDER	6
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	CASTE POLARISTION	8
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	12	NARKATIA	PASCHIM CHAMPARAN	COMMUNAL POLARISATION	6
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	ELECTRICITY	3
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	WATER	5
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	ROAD	6
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	HEALTH SERVICES	5
PURVI CHAMPARAN 	13	HARSIDHI	PURVI CHAMPARAN	EDUCATION	6
