"FORM...20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"	"X..108"	"X..109"	"X..110"	"X..111"	"X..112"	"X..113"	"X..114"	"X..115"	"X..116"	"X..117"	"X..118"	"X..119"	"X..120"	"X..121"	"X..122"	"X..123"	"X..124"	"X..125"	"X..126"
"194"	"136"	""	"8"	""	"23"	""	""	"566"	""	""	""	""	"10"	""	""	"4"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"2"	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	""	"1"	""	""	""	"4"	""	""	"1"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"621"	""	""	"0"	""	""	"621"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"195"	"137"	""	"6"	""	"30"	""	""	"39"	""	""	""	""	"514"	""	""	"5"	""	""	""	"12"	""	""	""	"5"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"37"	""	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"1"	""	""	""	""	"4"	""	""	""	"2"	""	""	"31"	""	""	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	""	"10"	""	""	""	"0"	""	""	""	"0"	""	""	""	"4"	""	""	""	""	"711"	""	""	"0"	""	""	"711"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"196"	"138"	""	"9"	""	"11"	""	""	"140"	""	""	""	""	"124"	""	""	"9"	""	""	""	"4"	""	""	""	"6"	""	""	""	"7"	""	""	""	"10"	""	""	""	"9"	""	""	""	"10"	""	""	"10"	""	""	"22"	""	""	""	"5"	""	""	"7"	""	""	"26"	""	""	"2"	""	""	""	""	"2"	""	""	""	"1"	""	""	"37"	""	""	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	""	"5"	""	""	""	"2"	""	""	""	"2"	""	""	""	"7"	""	""	""	""	"474"	""	""	"0"	""	""	"474"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"197"	"139"	""	"15"	""	"12"	""	""	"73"	""	""	""	""	"235"	""	""	"6"	""	""	""	"12"	""	""	""	"5"	""	""	""	"2"	""	""	""	"5"	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	"19"	""	""	""	"4"	""	""	"1"	""	""	"7"	""	""	"7"	""	""	""	""	"0"	""	""	""	"8"	""	""	"18"	""	""	""	""	"1"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	""	"6"	""	""	""	"2"	""	""	""	"2"	""	""	""	"4"	""	""	""	""	"447"	""	""	"0"	""	""	"447"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"198"	"140"	""	"12"	""	"45"	""	""	"217"	""	""	""	""	"254"	""	""	"10"	""	""	""	"8"	""	""	""	"19"	""	""	""	"1"	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"9"	""	""	"58"	""	""	""	"10"	""	""	"9"	""	""	"19"	""	""	"7"	""	""	""	""	"3"	""	""	""	"21"	""	""	"12"	""	""	""	""	"5"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	""	"29"	""	""	""	"8"	""	""	""	"0"	""	""	""	"9"	""	""	""	""	"778"	""	""	"0"	""	""	"778"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"199"	"Serial No. of Polling Station"	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	""	""	"TOTAL"	""	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""	""
"200"	""	""	"ABDUL HAMID"	""	"MANSOOR ALAM"	""	""	"MUHAMMAD SAKUR"	""	""	""	""	"VIBHASH CHAND CHOUDHARY"	""	""	"SITARA PARVIN"	""	""	""	"DINA YADAV"	""	""	""	"PABHAT KUMAR"	""	""	""	"PRAKASH GUPTA"	""	""	""	"PREMNATH JAISWAL"	""	""	""	"MOHAMMAD ISRAIL"	""	""	""	"VIMAL KUMAR MANDAL"	""	""	"SHAMBHU MAHALDAR"	""	""	"SAYOGITA SINGH"	""	""	""	"SURYANARAYAN SINGH"	""	""	"ARVIND KUMAR SINGH"	""	""	"KALYAN MITRA"	""	""	"KAILASH PODDAR"	""	""	""	""	"CHANDRA SHEKHAR YADAV"	""	""	""	"TANWEER"	""	""	"NIRAJ KUMAR KASHYAP"	""	""	""	""	"PARSHURAM PASWAN"	""	""	"YAMUNA PRASAD YADAV"	""	""	"RAJESHWAR CHOUDHARY"	""	""	"SAVIRURAHAMAN KHAN"	""	""	""	"SHIV PUJAN PASWAN"	""	""	""	"SANJAY SINGH"	""	""	""	"SAMSAD"	""	""	""	"SUBODH VYAS"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"201"	"141"	""	"6"	""	"74"	""	""	"249"	""	""	""	""	"20"	""	""	"36"	""	""	""	"3"	""	""	""	"1"	""	""	""	"1"	""	""	""	"4"	""	""	""	"4"	""	""	""	"1"	""	""	"2"	""	""	"6"	""	""	""	"2"	""	""	"2"	""	""	"8"	""	""	"4"	""	""	""	""	"1"	""	""	""	"2"	""	""	"1"	""	""	""	""	"3"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	""	"5"	""	""	""	"3"	""	""	""	"0"	""	""	""	"3"	""	""	""	""	"443"	""	""	"0"	""	""	"443"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"202"	"142"	""	"19"	""	"147"	""	""	"76"	""	""	""	""	"199"	""	""	"4"	""	""	""	"2"	""	""	""	"8"	""	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	"2"	""	""	"10"	""	""	""	"1"	""	""	"2"	""	""	"3"	""	""	"4"	""	""	""	""	"8"	""	""	""	"11"	""	""	"2"	""	""	""	""	"9"	""	""	"2"	""	""	"2"	""	""	"6"	""	""	""	"13"	""	""	""	"1"	""	""	""	"5"	""	""	""	"11"	""	""	""	""	"552"	""	""	"0"	""	""	"552"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"203"	"143"	""	"11"	""	"41"	""	""	"22"	""	""	""	""	"350"	""	""	"68"	""	""	""	"9"	""	""	""	"10"	""	""	""	"5"	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"9"	""	""	"28"	""	""	""	"4"	""	""	"3"	""	""	"14"	""	""	"0"	""	""	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	""	""	"586"	""	""	"0"	""	""	"586"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"204"	"144"	""	"15"	""	"47"	""	""	"62"	""	""	""	""	"192"	""	""	"8"	""	""	""	"7"	""	""	""	"7"	""	""	""	"1"	""	""	""	"7"	""	""	""	"3"	""	""	""	"45"	""	""	"5"	""	""	"40"	""	""	""	"3"	""	""	"4"	""	""	"17"	""	""	"6"	""	""	""	""	"2"	""	""	""	"8"	""	""	"32"	""	""	""	""	"4"	""	""	"1"	""	""	"3"	""	""	"3"	""	""	""	"15"	""	""	""	"3"	""	""	""	"13"	""	""	""	"11"	""	""	""	""	"564"	""	""	"0"	""	""	"564"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"205"	"145"	""	"1"	""	"0"	""	""	"7"	""	""	""	""	"405"	""	""	"2"	""	""	""	"3"	""	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	"0"	""	""	"7"	""	""	""	"1"	""	""	"0"	""	""	"5"	""	""	"2"	""	""	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	""	"446"	""	""	"0"	""	""	"446"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"206"	"146"	""	"12"	""	"102"	""	""	"339"	""	""	""	""	"24"	""	""	"1"	""	""	""	"7"	""	""	""	"5"	""	""	""	"1"	""	""	""	"4"	""	""	""	"0"	""	""	""	"0"	""	""	"2"	""	""	"172"	""	""	""	"8"	""	""	"3"	""	""	"30"	""	""	"1"	""	""	""	""	"1"	""	""	""	"3"	""	""	"0"	""	""	""	""	"0"	""	""	"2"	""	""	"1"	""	""	"2"	""	""	""	"17"	""	""	""	"2"	""	""	""	"0"	""	""	""	"4"	""	""	""	""	"743"	""	""	"0"	""	""	"743"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"207"	"147"	""	"7"	""	"107"	""	""	"316"	""	""	""	""	"5"	""	""	"3"	""	""	""	"2"	""	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	"3"	""	""	""	"4"	""	""	"2"	""	""	"12"	""	""	"0"	""	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	""	"473"	""	""	"0"	""	""	"473"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"208"	"148"	""	"3"	""	"123"	""	""	"256"	""	""	""	""	"11"	""	""	"1"	""	""	""	"3"	""	""	""	"1"	""	""	""	"3"	""	""	""	"0"	""	""	""	"2"	""	""	""	"0"	""	""	"0"	""	""	"12"	""	""	""	"9"	""	""	"6"	""	""	"28"	""	""	"3"	""	""	""	""	"2"	""	""	""	"2"	""	""	"2"	""	""	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"1"	""	""	""	"0"	""	""	""	"3"	""	""	""	"1"	""	""	""	"3"	""	""	""	""	"479"	""	""	"0"	""	""	"479"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"209"	"149"	""	"13"	""	"109"	""	""	"353"	""	""	""	""	"29"	""	""	"3"	""	""	""	"3"	""	""	""	"1"	""	""	""	"1"	""	""	""	"2"	""	""	""	"2"	""	""	""	"2"	""	""	"1"	""	""	"6"	""	""	""	"8"	""	""	"1"	""	""	"24"	""	""	"11"	""	""	""	""	"2"	""	""	""	"8"	""	""	"4"	""	""	""	""	"7"	""	""	"1"	""	""	"2"	""	""	"7"	""	""	""	"7"	""	""	""	"1"	""	""	""	"1"	""	""	""	"6"	""	""	""	""	"615"	""	""	"0"	""	""	"615"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"210"	"150"	""	"10"	""	"16"	""	""	"23"	""	""	""	""	"126"	""	""	"63"	""	""	""	"2"	""	""	""	"1"	""	""	""	"2"	""	""	""	"3"	""	""	""	"0"	""	""	""	"2"	""	""	"4"	""	""	"31"	""	""	""	"0"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	""	""	"0"	""	""	""	"0"	""	""	"7"	""	""	""	""	"2"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	""	""	"302"	""	""	"0"	""	""	"302"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"211"	"151"	""	"16"	""	"128"	""	""	"302"	""	""	""	""	"39"	""	""	"7"	""	""	""	"9"	""	""	""	"2"	""	""	""	"6"	""	""	""	"1"	""	""	""	"2"	""	""	""	"2"	""	""	"8"	""	""	"60"	""	""	""	"4"	""	""	"6"	""	""	"34"	""	""	"10"	""	""	""	""	"6"	""	""	""	"6"	""	""	"34"	""	""	""	""	"4"	""	""	"3"	""	""	"1"	""	""	"10"	""	""	""	"35"	""	""	""	"8"	""	""	""	"6"	""	""	""	"29"	""	""	""	""	"778"	""	""	"0"	""	""	"778"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"212"	"152"	""	"5"	""	"136"	""	""	"279"	""	""	""	""	"19"	""	""	"31"	""	""	""	"3"	""	""	""	"2"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	"0"	""	""	"1"	""	""	""	"10"	""	""	"5"	""	""	"33"	""	""	"17"	""	""	""	""	"8"	""	""	""	"61"	""	""	"4"	""	""	""	""	"6"	""	""	"7"	""	""	"4"	""	""	"5"	""	""	""	"7"	""	""	""	"9"	""	""	""	"19"	""	""	""	"19"	""	""	""	""	"695"	""	""	"0"	""	""	"695"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"213"	"153"	""	"23"	""	"281"	""	""	"413"	""	""	""	""	"30"	""	""	"6"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	""	"2"	""	""	""	"0"	""	""	"2"	""	""	"4"	""	""	""	"4"	""	""	"6"	""	""	"24"	""	""	"11"	""	""	""	""	"7"	""	""	""	"3"	""	""	"4"	""	""	""	""	"6"	""	""	"0"	""	""	"1"	""	""	"4"	""	""	""	"1"	""	""	""	"1"	""	""	""	"1"	""	""	""	"9"	""	""	""	""	"849"	""	""	"0"	""	""	"849"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"214"	"154"	""	"6"	""	"100"	""	""	"260"	""	""	""	""	"185"	""	""	"7"	""	""	""	"3"	""	""	""	"5"	""	""	""	"2"	""	""	""	"0"	""	""	""	"3"	""	""	""	"4"	""	""	"4"	""	""	"11"	""	""	""	"4"	""	""	"6"	""	""	"8"	""	""	"2"	""	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	""	"3"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	""	""	"621"	""	""	"0"	""	""	"621"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"215"	"Serial No. of Polling Station"	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	""	""	"TOTAL"	""	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""	""
"216"	""	""	"ABDUL HAMID"	""	"MANSOOR ALAM"	""	""	"MUHAMMAD SAKUR"	""	""	""	""	"VIBHASH CHAND CHOUDHARY"	""	""	"SITARA PARVIN"	""	""	""	"DINA YADAV"	""	""	""	"PABHAT KUMAR"	""	""	""	"PRAKASH GUPTA"	""	""	""	"PREMNATH JAISWAL"	""	""	""	"MOHAMMAD ISRAIL"	""	""	""	"VIMAL KUMAR MANDAL"	""	""	"SHAMBHU MAHALDAR"	""	""	"SAYOGITA SINGH"	""	""	""	"SURYANARAYAN SINGH"	""	""	"ARVIND KUMAR SINGH"	""	""	"KALYAN MITRA"	""	""	"KAILASH PODDAR"	""	""	""	""	"CHANDRA SHEKHAR YADAV"	""	""	""	"TANWEER"	""	""	"NIRAJ KUMAR KASHYAP"	""	""	""	""	"PARSHURAM PASWAN"	""	""	"YAMUNA PRASAD YADAV"	""	""	"RAJESHWAR CHOUDHARY"	""	""	"SAVIRURAHAMAN KHAN"	""	""	""	"SHIV PUJAN PASWAN"	""	""	""	"SANJAY SINGH"	""	""	""	"SAMSAD"	""	""	""	"SUBODH VYAS"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"217"	"155"	""	"6"	""	"158"	""	""	"481"	""	""	""	""	"4"	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	"2"	""	""	""	"6"	""	""	"3"	""	""	"7"	""	""	"1"	""	""	""	""	"4"	""	""	""	"5"	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"684"	""	""	"0"	""	""	"684"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"218"	"156"	""	"5"	""	"32"	""	""	"683"	""	""	""	""	"6"	""	""	"0"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	"5"	""	""	"1"	""	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"737"	""	""	"0"	""	""	"737"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"219"	"157"	""	"21"	""	"121"	""	""	"179"	""	""	""	""	"9"	""	""	"91"	""	""	""	"4"	""	""	""	"3"	""	""	""	"5"	""	""	""	"4"	""	""	""	"1"	""	""	""	"1"	""	""	"4"	""	""	"19"	""	""	""	"2"	""	""	"1"	""	""	"6"	""	""	"1"	""	""	""	""	"0"	""	""	""	"0"	""	""	"1"	""	""	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"4"	""	""	""	"2"	""	""	""	"0"	""	""	""	"1"	""	""	""	""	"481"	""	""	"0"	""	""	"481"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"220"	"158"	""	"1"	""	"51"	""	""	"13"	""	""	""	""	"241"	""	""	"11"	""	""	""	"10"	""	""	""	"6"	""	""	""	"5"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	"12"	""	""	"164"	""	""	""	"7"	""	""	"4"	""	""	"23"	""	""	"0"	""	""	""	""	"2"	""	""	""	"1"	""	""	"1"	""	""	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"4"	""	""	""	"8"	""	""	""	"5"	""	""	""	"2"	""	""	""	"8"	""	""	""	""	"584"	""	""	"0"	""	""	"584"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"221"	"159"	""	"11"	""	"198"	""	""	"62"	""	""	""	""	"46"	""	""	"4"	""	""	""	"1"	""	""	""	"8"	""	""	""	"1"	""	""	""	"4"	""	""	""	"5"	""	""	""	"2"	""	""	"5"	""	""	"160"	""	""	""	"5"	""	""	"6"	""	""	"25"	""	""	"7"	""	""	""	""	"2"	""	""	""	"0"	""	""	"4"	""	""	""	""	"3"	""	""	"0"	""	""	"4"	""	""	"6"	""	""	""	"30"	""	""	""	"4"	""	""	""	"7"	""	""	""	"7"	""	""	""	""	"617"	""	""	"0"	""	""	"617"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"222"	"160"	""	"20"	""	"126"	""	""	"194"	""	""	""	""	"6"	""	""	"3"	""	""	""	"1"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"4"	""	""	"4"	""	""	"14"	""	""	"0"	""	""	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	"375"	""	""	"0"	""	""	"375"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"223"	"161"	""	"16"	""	"75"	""	""	"50"	""	""	""	""	"68"	""	""	"6"	""	""	""	"24"	""	""	""	"6"	""	""	""	"4"	""	""	""	"11"	""	""	""	"4"	""	""	""	"6"	""	""	"3"	""	""	"19"	""	""	""	"9"	""	""	"1"	""	""	"23"	""	""	"10"	""	""	""	""	"6"	""	""	""	"203"	""	""	"12"	""	""	""	""	"4"	""	""	"6"	""	""	"0"	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	""	"4"	""	""	""	"14"	""	""	""	""	"588"	""	""	"0"	""	""	"588"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"224"	"162"	""	"13"	""	"32"	""	""	"8"	""	""	""	""	"194"	""	""	"5"	""	""	""	"19"	""	""	""	"7"	""	""	""	"2"	""	""	""	"1"	""	""	""	"0"	""	""	""	"2"	""	""	"2"	""	""	"27"	""	""	""	"1"	""	""	"1"	""	""	"5"	""	""	"13"	""	""	""	""	"3"	""	""	""	"18"	""	""	"6"	""	""	""	""	"3"	""	""	"3"	""	""	"1"	""	""	"4"	""	""	""	"29"	""	""	""	"6"	""	""	""	"2"	""	""	""	"9"	""	""	""	""	"416"	""	""	"0"	""	""	"416"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"225"	"163"	""	"10"	""	"12"	""	""	"11"	""	""	""	""	"92"	""	""	"7"	""	""	""	"47"	""	""	""	"11"	""	""	""	"2"	""	""	""	"3"	""	""	""	"5"	""	""	""	"9"	""	""	"44"	""	""	"132"	""	""	""	"7"	""	""	"4"	""	""	"10"	""	""	"3"	""	""	""	""	"28"	""	""	""	"1"	""	""	"1"	""	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"13"	""	""	""	"2"	""	""	""	"2"	""	""	""	"3"	""	""	""	""	"460"	""	""	"0"	""	""	"460"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"226"	"164"	""	"3"	""	"38"	""	""	"9"	""	""	""	""	"56"	""	""	"3"	""	""	""	"2"	""	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	""	"3"	""	""	"22"	""	""	"18"	""	""	""	"4"	""	""	"0"	""	""	"9"	""	""	"8"	""	""	""	""	"274"	""	""	""	"7"	""	""	"1"	""	""	""	""	"3"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	""	"2"	""	""	""	"3"	""	""	""	"5"	""	""	""	"2"	""	""	""	""	"480"	""	""	"0"	""	""	"480"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"165"	""	"10"	""	"36"	""	""	"5"	""	""	""	""	"121"	""	""	"1"	""	""	""	"14"	""	""	""	"4"	""	""	""	"0"	""	""	""	"2"	""	""	""	"1"	""	""	""	"19"	""	""	"33"	""	""	"55"	""	""	""	"5"	""	""	"8"	""	""	"16"	""	""	"5"	""	""	""	""	"56"	""	""	""	"4"	""	""	"1"	""	""	""	""	"4"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	""	"13"	""	""	""	"2"	""	""	""	"2"	""	""	""	"6"	""	""	""	""	"424"	""	""	"0"	""	""	"424"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"228"	"166"	""	"13"	""	"30"	""	""	"6"	""	""	""	""	"32"	""	""	"12"	""	""	""	"14"	""	""	""	"6"	""	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	""	"4"	""	""	"37"	""	""	"45"	""	""	""	"19"	""	""	"2"	""	""	"4"	""	""	"21"	""	""	""	""	"172"	""	""	""	"9"	""	""	"5"	""	""	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"7"	""	""	""	"0"	""	""	""	"0"	""	""	""	"4"	""	""	""	""	"448"	""	""	"0"	""	""	"448"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"229"	"167"	""	"10"	""	"50"	""	""	"25"	""	""	""	""	"74"	""	""	"1"	""	""	""	"7"	""	""	""	"5"	""	""	""	"2"	""	""	""	"4"	""	""	""	"6"	""	""	""	"6"	""	""	"83"	""	""	"48"	""	""	""	"16"	""	""	"7"	""	""	"25"	""	""	"18"	""	""	""	""	"152"	""	""	""	"14"	""	""	"13"	""	""	""	""	"6"	""	""	"2"	""	""	"1"	""	""	"7"	""	""	""	"16"	""	""	""	"8"	""	""	""	"3"	""	""	""	"22"	""	""	""	""	"631"	""	""	"0"	""	""	"631"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"230"	"168"	""	"13"	""	"99"	""	""	"190"	""	""	""	""	"30"	""	""	"6"	""	""	""	"33"	""	""	""	"1"	""	""	""	"5"	""	""	""	"2"	""	""	""	"2"	""	""	""	"2"	""	""	"5"	""	""	"27"	""	""	""	"7"	""	""	"3"	""	""	"24"	""	""	"2"	""	""	""	""	"13"	""	""	""	"10"	""	""	"5"	""	""	""	""	"3"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	""	"9"	""	""	""	"5"	""	""	""	"9"	""	""	""	"3"	""	""	""	""	"515"	""	""	"0"	""	""	"515"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""
"231"	"Serial No. of Polling Station"	""	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	""	""	"TOTAL"	""	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""	""
