"FORM....20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"	"X..76"	"X..77"	"X..78"	"X..79"	"X..80"	"X..81"	"X..82"	"X..83"	"X..84"	"X..85"	"X..86"	"X..87"	"X..88"	"X..89"	"X..90"	"X..91"	"X..92"	"X..93"	"X..94"	"X..95"	"X..96"	"X..97"	"X..98"	"X..99"	"X..100"	"X..101"	"X..102"	"X..103"	"X..104"	"X..105"	"X..106"	"X..107"
"219"	"147"	"11"	""	"209"	""	"27"	""	"70"	""	""	"4"	""	"3"	""	""	"3"	""	""	"72"	""	""	"5"	""	""	"1"	""	""	"2"	""	""	"9"	""	"0"	""	""	"5"	""	""	"127"	""	""	"14"	""	""	""	"1"	""	""	""	"0"	""	""	"5"	""	""	"1"	""	""	"0"	""	"8"	""	"3"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"15"	""	""	"1"	""	""	"2"	""	"5"	""	""	"3"	""	""	"606"	""	""	""	"606"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"220"	"148"	"29"	""	"47"	""	"5"	""	"201"	""	""	"5"	""	"1"	""	""	"3"	""	""	"29"	""	""	"4"	""	""	"2"	""	""	"4"	""	""	"7"	""	"1"	""	""	"5"	""	""	"123"	""	""	"17"	""	""	""	"3"	""	""	""	"2"	""	""	"35"	""	""	"2"	""	""	"0"	""	"2"	""	"2"	""	""	"1"	""	"1"	""	""	"2"	""	""	"0"	""	""	"12"	""	""	"1"	""	""	"2"	""	"2"	""	""	"3"	""	""	"553"	""	""	""	"553"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"221"	"149"	"20"	""	"197"	""	"6"	""	"257"	""	""	"5"	""	"0"	""	""	"1"	""	""	"3"	""	""	"2"	""	""	"5"	""	""	"1"	""	""	"2"	""	"0"	""	""	"4"	""	""	"42"	""	""	"9"	""	""	""	"1"	""	""	""	"3"	""	""	"40"	""	""	"0"	""	""	"2"	""	"0"	""	"1"	""	""	"0"	""	"1"	""	""	"0"	""	""	"0"	""	""	"5"	""	""	"0"	""	""	"3"	""	"0"	""	""	"1"	""	""	"611"	""	""	""	"611"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"222"	"150"	"27"	""	"277"	""	"49"	""	"46"	""	""	"1"	""	"2"	""	""	"0"	""	""	"11"	""	""	"2"	""	""	"0"	""	""	"3"	""	""	"1"	""	"0"	""	""	"1"	""	""	"5"	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	"0"	""	"0"	""	""	"1"	""	""	"0"	""	""	"31"	""	""	"0"	""	""	"0"	""	"0"	""	""	"1"	""	""	"461"	""	""	""	"461"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"223"	"151"	"27"	""	"349"	""	"12"	""	"3"	""	""	"2"	""	"0"	""	""	"0"	""	""	"2"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"3"	""	"0"	""	""	"0"	""	""	"53"	""	""	"3"	""	""	""	"3"	""	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"2"	""	"2"	""	"2"	""	""	"0"	""	"0"	""	""	"0"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"3"	""	"4"	""	""	"3"	""	""	"482"	""	""	""	"482"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"224"	"152"	"21"	""	"659"	""	"14"	""	"12"	""	""	"1"	""	"3"	""	""	"0"	""	""	"37"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"4"	""	"5"	""	""	"1"	""	""	"125"	""	""	"7"	""	""	""	"5"	""	""	""	"1"	""	""	"0"	""	""	"2"	""	""	"2"	""	"3"	""	"0"	""	""	"0"	""	"0"	""	""	"2"	""	""	"3"	""	""	"12"	""	""	"0"	""	""	"1"	""	"3"	""	""	"2"	""	""	"927"	""	""	""	"927"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"225"	"153"	"15"	""	"117"	""	"11"	""	"153"	""	""	"3"	""	"0"	""	""	"1"	""	""	"5"	""	""	"7"	""	""	"0"	""	""	"1"	""	""	"8"	""	"1"	""	""	"2"	""	""	"106"	""	""	"4"	""	""	""	"5"	""	""	""	"0"	""	""	"13"	""	""	"8"	""	""	"9"	""	"4"	""	"2"	""	""	"3"	""	"3"	""	""	"3"	""	""	"1"	""	""	"27"	""	""	"3"	""	""	"17"	""	"3"	""	""	"6"	""	""	"541"	""	""	""	"541"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"226"	"154"	"19"	""	"266"	""	"17"	""	"163"	""	""	"6"	""	"2"	""	""	"0"	""	""	"2"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"2"	""	"4"	""	""	"10"	""	""	"47"	""	""	"30"	""	""	""	"2"	""	""	""	"3"	""	""	"62"	""	""	"4"	""	""	"1"	""	"1"	""	"1"	""	""	"2"	""	"5"	""	""	"1"	""	""	"0"	""	""	"33"	""	""	"5"	""	""	"1"	""	"3"	""	""	"8"	""	""	"708"	""	""	""	"708"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"227"	"Name of the Assembly segment(in the case of election from a parliamentary constituency) ............................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"228"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	"TOTAL"	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""
"229"	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	""	"SHEELA  BISHWAS"	""	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"230"	"155"	"14"	""	"217"	""	"33"	""	"166"	""	""	"7"	""	"1"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"8"	""	""	"3"	""	""	"0"	""	"7"	""	""	"4"	""	""	"8"	""	""	"8"	""	""	""	"6"	""	""	""	"0"	""	""	"8"	""	""	"1"	""	""	"1"	""	"2"	""	"0"	""	""	"1"	""	"1"	""	""	"1"	""	""	"1"	""	""	"6"	""	""	"3"	""	""	"0"	""	"0"	""	""	"0"	""	""	"512"	""	""	"0"	"512"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"231"	"156"	"4"	""	"48"	""	"3"	""	"90"	""	""	"0"	""	"0"	""	""	"0"	""	""	"23"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"0"	""	"2"	""	""	"1"	""	""	"42"	""	""	"4"	""	""	""	"1"	""	""	""	"1"	""	""	"13"	""	""	"2"	""	""	"2"	""	"1"	""	"1"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"14"	""	""	"1"	""	""	"5"	""	"1"	""	""	"4"	""	""	"266"	""	""	""	"266"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"232"	"157"	"29"	""	"138"	""	"35"	""	"66"	""	""	"4"	""	"2"	""	""	"5"	""	""	"53"	""	""	"3"	""	""	"3"	""	""	"5"	""	""	"15"	""	"1"	""	""	"15"	""	""	"159"	""	""	"20"	""	""	""	"15"	""	""	""	"6"	""	""	"6"	""	""	"7"	""	""	"3"	""	"8"	""	"6"	""	""	"3"	""	"1"	""	""	"2"	""	""	"5"	""	""	"46"	""	""	"2"	""	""	"7"	""	"2"	""	""	"2"	""	""	"674"	""	""	""	"674"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"233"	"158"	"34"	""	"267"	""	"33"	""	"314"	""	""	"3"	""	"1"	""	""	"4"	""	""	"32"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"0"	""	"2"	""	""	"3"	""	""	"30"	""	""	"10"	""	""	""	"2"	""	""	""	"2"	""	""	"15"	""	""	"5"	""	""	"0"	""	"2"	""	"1"	""	""	"1"	""	"0"	""	""	"0"	""	""	"0"	""	""	"10"	""	""	"1"	""	""	"0"	""	"0"	""	""	"3"	""	""	"779"	""	""	""	"779"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"234"	"159"	"29"	""	"392"	""	"66"	""	"57"	""	""	"3"	""	"3"	""	""	"4"	""	""	"2"	""	""	"3"	""	""	"4"	""	""	"1"	""	""	"2"	""	"4"	""	""	"2"	""	""	"21"	""	""	"5"	""	""	""	"2"	""	""	""	"4"	""	""	"2"	""	""	"3"	""	""	"1"	""	"0"	""	"1"	""	""	"1"	""	"1"	""	""	"1"	""	""	"2"	""	""	"6"	""	""	"1"	""	""	"2"	""	"4"	""	""	"3"	""	""	"632"	""	""	""	"632"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"235"	"160"	"13"	""	"310"	""	"166"	""	"30"	""	""	"3"	""	"0"	""	""	"4"	""	""	"4"	""	""	"1"	""	""	"3"	""	""	"3"	""	""	"3"	""	"6"	""	""	"13"	""	""	"19"	""	""	"46"	""	""	""	"1"	""	""	""	"4"	""	""	"3"	""	""	"2"	""	""	"1"	""	"1"	""	"1"	""	""	"2"	""	"0"	""	""	"1"	""	""	"2"	""	""	"60"	""	""	"3"	""	""	"4"	""	"7"	""	""	"14"	""	""	"730"	""	""	""	"730"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"236"	"161"	"15"	""	"228"	""	"31"	""	"52"	""	""	"3"	""	"1"	""	""	"3"	""	""	"2"	""	""	"6"	""	""	"5"	""	""	"5"	""	""	"2"	""	"2"	""	""	"10"	""	""	"71"	""	""	"22"	""	""	""	"0"	""	""	""	"0"	""	""	"3"	""	""	"8"	""	""	"2"	""	"5"	""	"2"	""	""	"2"	""	"1"	""	""	"2"	""	""	"7"	""	""	"18"	""	""	"8"	""	""	"22"	""	"10"	""	""	"11"	""	""	"559"	""	""	""	"559"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"237"	"162"	"9"	""	"153"	""	"57"	""	"86"	""	""	"3"	""	"3"	""	""	"0"	""	""	"1"	""	""	"3"	""	""	"5"	""	""	"4"	""	""	"6"	""	"3"	""	""	"13"	""	""	"56"	""	""	"31"	""	""	""	"2"	""	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"2"	""	"2"	""	"1"	""	""	"2"	""	"4"	""	""	"3"	""	""	"3"	""	""	"20"	""	""	"5"	""	""	"4"	""	"6"	""	""	"9"	""	""	"504"	""	""	""	"504"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"238"	"163"	"5"	""	"14"	""	"31"	""	"298"	""	""	"6"	""	"4"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"3"	""	""	"2"	""	""	"5"	""	"2"	""	""	"3"	""	""	"34"	""	""	"40"	""	""	""	"5"	""	""	""	"2"	""	""	"12"	""	""	"19"	""	""	"6"	""	"4"	""	"2"	""	""	"1"	""	"4"	""	""	"1"	""	""	"4"	""	""	"89"	""	""	"5"	""	""	"5"	""	"2"	""	""	"14"	""	""	"626"	""	""	""	"626"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"239"	"164"	"11"	""	"156"	""	"14"	""	"38"	""	""	"1"	""	"0"	""	""	"1"	""	""	"4"	""	""	"1"	""	""	"4"	""	""	"3"	""	""	"5"	""	"5"	""	""	"11"	""	""	"163"	""	""	"36"	""	""	""	"1"	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	"1"	""	"0"	""	""	"1"	""	"0"	""	""	"0"	""	""	"0"	""	""	"32"	""	""	"0"	""	""	"5"	""	"1"	""	""	"1"	""	""	"496"	""	""	""	"496"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"240"	"165"	"18"	""	"315"	""	"131"	""	"48"	""	""	"4"	""	"3"	""	""	"6"	""	""	"2"	""	""	"0"	""	""	"2"	""	""	"2"	""	""	"3"	""	"1"	""	""	"7"	""	""	"2"	""	""	"7"	""	""	""	"4"	""	""	""	"2"	""	""	"7"	""	""	"3"	""	""	"0"	""	"0"	""	"0"	""	""	"0"	""	"1"	""	""	"1"	""	""	"0"	""	""	"25"	""	""	"1"	""	""	"2"	""	"1"	""	""	"0"	""	""	"598"	""	""	""	"598"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"241"	"166"	"19"	""	"154"	""	"34"	""	"106"	""	""	"3"	""	"2"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"1"	""	""	"2"	""	""	"6"	""	""	"6"	""	""	""	"6"	""	""	""	"3"	""	""	"2"	""	""	"8"	""	""	"1"	""	"4"	""	"0"	""	""	"0"	""	"0"	""	""	"1"	""	""	"3"	""	""	"35"	""	""	"5"	""	""	"2"	""	"4"	""	""	"5"	""	""	"414"	""	""	""	"414"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"242"	"167"	"14"	""	"61"	""	"24"	""	"82"	""	""	"8"	""	"3"	""	""	"3"	""	""	"34"	""	""	"4"	""	""	"3"	""	""	"3"	""	""	"4"	""	"1"	""	""	"6"	""	""	"107"	""	""	"16"	""	""	""	"6"	""	""	""	"4"	""	""	"1"	""	""	"3"	""	""	"0"	""	"2"	""	"1"	""	""	"1"	""	"2"	""	""	"1"	""	""	"1"	""	""	"37"	""	""	"1"	""	""	"4"	""	"2"	""	""	"8"	""	""	"447"	""	""	""	"447"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"243"	"168"	"5"	""	"47"	""	"1"	""	"32"	""	""	"0"	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	"0"	""	"0"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"89"	""	""	""	"89"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"244"	"FORM  - 20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"245"	"[See rule 56(7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"246"	"Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"247"	"(To be used for recording the result of voting at polling stations other than notified polling stations)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"248"	"Election to the Legislative assembly from the 143-KADWA constituency.                                                                 Part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"249"	"(To be used both for Parliamentary and Assembly elections                                                             Total No. of Electors in Assembly constituency/Segment .................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"250"	"Name of the Assembly segment(in the case of election from a parliamentary constituency) ............................."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"251"	"Serial No. of Polling Station"	"No. of Valid Votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Total of valid Votes"	""	""	"No. of rejected votes"	"TOTAL"	""	""	""	"No. of tendered Votes"	""	""	""	""	""	""	""	""	""	""
"252"	""	"ANIL KRISHNA SAHA"	""	"ABDUL ZALIL"	""	"ZAKIR HUSAIN"	""	"BHOLA ROY - SONAILI"	""	""	"MAGAN PASWAN"	""	"KRISHNA PRASAD JAMADAR"	""	""	"MADAN LAL ROY"	""	""	"SHAMBHU KUMAR MANDAL"	""	""	"SHEELA  BISHWAS"	""	""	"SK. SALAUDDIN"	""	""	"ANKUSHAWAHA"	""	""	"AKHILESH KUMAR BISWAS"	""	"ALLAUDDIN"	""	""	"IFTEKHAR AHAMAD"	""	""	"DINESH KR. INSHAN"	""	""	"NIRMAL BUBNA"	""	""	""	"NILAM SHARMA"	""	""	""	"PURAN RAJAK"	""	""	"PURUSOTTAM LAL SHARMA"	""	""	"BHOLA ROY - MEENAPUR"	""	""	"MANORA BEGAM"	""	"YOGENDRA PARASAD RISHI"	""	"RANJAN SINGH"	""	""	"RANJEET KUMAR"	""	"RANJEET LAL ROY"	""	""	"RAMLAL PARIHAR"	""	""	"SHOBHA DEVI - KACHOURA"	""	""	"SHOBHA DEVI - PAHLAGARDH"	""	""	"SAIDUL RAHMAN"	""	""	"SOBHAS CHANDRA ROY"	""	"SUMANT KUMAR SINGH"	""	""	"HARI NANDAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"253"	"169"	"16"	""	"195"	""	"23"	""	"87"	""	""	"3"	""	"2"	""	""	"2"	""	""	"4"	""	""	"2"	""	""	"3"	""	""	"0"	""	""	"4"	""	"1"	""	""	"3"	""	""	"13"	""	""	"30"	""	""	""	"1"	""	""	""	"2"	""	""	"2"	""	""	"3"	""	""	"2"	""	"5"	""	"0"	""	""	"1"	""	"0"	""	""	"1"	""	""	"0"	""	""	"16"	""	""	"7"	""	""	"2"	""	"6"	""	""	"19"	""	""	"455"	""	""	"0"	"455"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"254"	"170"	"8"	""	"383"	""	"35"	""	"114"	""	""	"5"	""	"1"	""	""	"2"	""	""	"1"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"2"	""	"3"	""	""	"2"	""	""	"8"	""	""	"15"	""	""	""	"3"	""	""	""	"1"	""	""	"0"	""	""	"2"	""	""	"3"	""	"2"	""	"1"	""	""	"1"	""	"0"	""	""	"1"	""	""	"3"	""	""	"2"	""	""	"2"	""	""	"1"	""	"4"	""	""	"4"	""	""	"611"	""	""	""	"611"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"255"	"171"	"6"	""	"121"	""	"183"	""	"63"	""	""	"3"	""	"4"	""	""	"5"	""	""	"2"	""	""	"6"	""	""	"5"	""	""	"5"	""	""	"12"	""	"6"	""	""	"23"	""	""	"54"	""	""	"27"	""	""	""	"5"	""	""	""	"2"	""	""	"2"	""	""	"2"	""	""	"1"	""	"0"	""	"1"	""	""	"3"	""	"2"	""	""	"3"	""	""	"3"	""	""	"49"	""	""	"8"	""	""	"5"	""	"4"	""	""	"15"	""	""	"630"	""	""	""	"630"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"256"	"172"	"13"	""	"346"	""	"95"	""	"8"	""	""	"1"	""	"1"	""	""	"1"	""	""	"4"	""	""	"3"	""	""	"3"	""	""	"2"	""	""	"0"	""	"2"	""	""	"7"	""	""	"3"	""	""	"9"	""	""	""	"7"	""	""	""	"2"	""	""	"2"	""	""	"2"	""	""	"4"	""	"4"	""	"0"	""	""	"1"	""	"1"	""	""	"0"	""	""	"1"	""	""	"67"	""	""	"1"	""	""	"4"	""	"0"	""	""	"6"	""	""	"600"	""	""	""	"600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"257"	"173"	"9"	""	"86"	""	"82"	""	"27"	""	""	"2"	""	"3"	""	""	"2"	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"3"	""	""	"5"	""	"0"	""	""	"1"	""	""	"121"	""	""	"27"	""	""	""	"5"	""	""	""	"3"	""	""	"5"	""	""	"0"	""	""	"1"	""	"1"	""	"1"	""	""	"1"	""	"1"	""	""	"0"	""	""	"0"	""	""	"28"	""	""	"1"	""	""	"4"	""	"1"	""	""	"4"	""	""	"430"	""	""	""	"430"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"258"	"174"	"17"	""	"213"	""	"73"	""	"15"	""	""	"1"	""	"0"	""	""	"3"	""	""	"4"	""	""	"0"	""	""	"3"	""	""	"3"	""	""	"5"	""	"3"	""	""	"2"	""	""	"117"	""	""	"16"	""	""	""	"11"	""	""	""	"2"	""	""	"7"	""	""	"4"	""	""	"3"	""	"7"	""	"0"	""	""	"2"	""	"0"	""	""	"1"	""	""	"2"	""	""	"43"	""	""	"0"	""	""	"12"	""	"7"	""	""	"6"	""	""	"582"	""	""	""	"582"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"259"	"175"	"24"	""	"411"	""	"83"	""	"1"	""	""	"2"	""	"0"	""	""	"1"	""	""	"2"	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"0"	""	"0"	""	""	"3"	""	""	"50"	""	""	"5"	""	""	""	"1"	""	""	""	"1"	""	""	"1"	""	""	"1"	""	""	"0"	""	"2"	""	"0"	""	""	"1"	""	"1"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	"1"	""	""	"0"	""	""	"595"	""	""	""	"595"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"260"	"176"	"14"	""	"202"	""	"19"	""	"36"	""	""	"3"	""	"2"	""	""	"1"	""	""	"0"	""	""	"5"	""	""	"2"	""	""	"0"	""	""	"7"	""	"1"	""	""	"3"	""	""	"244"	""	""	"36"	""	""	""	"2"	""	""	""	"4"	""	""	"1"	""	""	"0"	""	""	"0"	""	"0"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"7"	""	""	"0"	""	""	"4"	""	"1"	""	""	"5"	""	""	"600"	""	""	""	"600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"261"	"177"	"3"	""	"14"	""	"4"	""	"52"	""	""	"0"	""	"0"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"1"	""	""	"9"	""	"0"	""	""	"3"	""	""	"217"	""	""	"24"	""	""	""	"4"	""	""	""	"1"	""	""	"6"	""	""	"3"	""	""	"2"	""	"2"	""	"3"	""	""	"3"	""	"1"	""	""	"0"	""	""	"1"	""	""	"9"	""	""	"2"	""	""	"13"	""	"4"	""	""	"3"	""	""	"385"	""	""	""	"385"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"262"	"178"	"6"	""	"235"	""	"18"	""	"16"	""	""	"1"	""	"1"	""	""	"1"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"0"	""	""	"2"	""	"1"	""	""	"3"	""	""	"107"	""	""	"8"	""	""	""	"5"	""	""	""	"2"	""	""	"3"	""	""	"1"	""	""	"2"	""	"5"	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"1"	""	""	"2"	""	""	"0"	""	""	"6"	""	"6"	""	""	"1"	""	""	"437"	""	""	""	"437"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
