"FORM.20"	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"
"1"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"7"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"404"	"8"	""	"276"	"12"	"279"	"67"	""	"1"	"2"	"2"	"1"	"0"	"1"	"2"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"2"	"1"	"3"	"0"	"1"	"0"	"0"	"1"	"1"	"1"	"2"	"2"	"28"	"3"	"418"	""	"418"	""	""
"405"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"406"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"407"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"408"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"409"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"410"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"411"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"412"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"413"	""	""	""	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"T"	""	""	""	""
"414"	"9"	""	"277"	"3"	"241"	"42"	""	"3"	"11"	"1"	"0"	"0"	"0"	"0"	"1"	"2"	"1"	"2"	"2"	"12"	"2"	"1"	"1"	"1"	"2"	"0"	"1"	"0"	"19"	"1"	"0"	"2"	"2"	"6"	"7"	"366"	""	"366"	""	""
"415"	"10"	""	"278"	"4"	"185"	"71"	""	"1"	"70"	"15"	"3"	"0"	"1"	"2"	"0"	"4"	"1"	"1"	"5"	"5"	"4"	"1"	"1"	"1"	"2"	"0"	"0"	"0"	"3"	"1"	"0"	"3"	"0"	"4"	"33"	"421"	""	"421"	""	""
"416"	"11"	""	"279"	"29"	"214"	"108"	""	"3"	"48"	"29"	"3"	"0"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"	"2"	"1"	"4"	"0"	"1"	"1"	"0"	"11"	"3"	"0"	"0"	"2"	"6"	"75"	"544"	""	"544"	""	""
"417"	"12"	""	"280"	"1"	"77"	"80"	""	"2"	"10"	"124"	"1"	"0"	"0"	"0"	"1"	"1"	"1"	"3"	"2"	"5"	"12"	"8"	"3"	"6"	"6"	"10"	"1"	"1"	"22"	"11"	"1"	"12"	"13"	"14"	"32"	"460"	""	"460"	""	""
"418"	"13"	""	"281"	"1"	"90"	"175"	""	"1"	"23"	"17"	"1"	"6"	"0"	"1"	"0"	"1"	"1"	"4"	"3"	"7"	"1"	"2"	"3"	"1"	"0"	"2"	"0"	"6"	"10"	"2"	"0"	"5"	"0"	"6"	"29"	"398"	""	"398"	""	""
"419"	"14"	""	"282"	"6"	"134"	"205"	""	"3"	"97"	"20"	"2"	"3"	"1"	"0"	"1"	"1"	"2"	"0"	"4"	"0"	"1"	"2"	"6"	"4"	"2"	"2"	"1"	"6"	"17"	"2"	"3"	"5"	"5"	"0"	"20"	"555"	""	"555"	""	""
"420"	"1"	""	"283"	"16"	"87"	"359"	""	"3"	"15"	"59"	"0"	"0"	"2"	"1"	"2"	"0"	"0"	"1"	"0"	"3"	"1"	"2"	"7"	"1"	"1"	"3"	"0"	"1"	"3"	"1"	"2"	"6"	"3"	"5"	"30"	"614"	""	"614"	""	""
"421"	"2"	""	"284"	"6"	"194"	"205"	""	"2"	"20"	"1"	"0"	"0"	"0"	"2"	"0"	"1"	"0"	"0"	"1"	"3"	"2"	"2"	"4"	"0"	"0"	"6"	"0"	"0"	"2"	"2"	"2"	"13"	"5"	"19"	"3"	"495"	""	"495"	""	""
"422"	"3"	""	"285"	"10"	"275"	"257"	""	"2"	"31"	"48"	"3"	"3"	"1"	"12"	"1"	"4"	"3"	"1"	"2"	"4"	"3"	"1"	"4"	"3"	"2"	"2"	"2"	"2"	"2"	"1"	"2"	"8"	"3"	"15"	"8"	"715"	""	"715"	""	""
"423"	"4"	""	"286"	"8"	"147"	"72"	""	"7"	"7"	"23"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"2"	"2"	"1"	"3"	"1"	"1"	"2"	"0"	"1"	"19"	"2"	"1"	"1"	"6"	"15"	"25"	"349"	""	"349"	""	""
"424"	"5"	""	"287"	"4"	"193"	"163"	""	"6"	"15"	"12"	"0"	"1"	"0"	"1"	"1"	"3"	"2"	"2"	"3"	"3"	"4"	"6"	"5"	"1"	"1"	"1"	"1"	"1"	"10"	"3"	"1"	"1"	"7"	"5"	"18"	"474"	""	"474"	""	""
"425"	"6"	""	"288"	"1"	"131"	"243"	""	"5"	"18"	"91"	"4"	"2"	"0"	"0"	"1"	"1"	"2"	"0"	"2"	"6"	"0"	"2"	"5"	"1"	"0"	"8"	"1"	"1"	"34"	"4"	"1"	"1"	"3"	"7"	"12"	"587"	""	"587"	""	""
"426"	"7"	""	"289"	"3"	"218"	"9"	""	"0"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"1"	"0"	"0"	"3"	"4"	"0"	"1"	"0"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"	"0"	"0"	"245"	""	"245"	""	""
"427"	"8"	""	"290"	"7"	"357"	"50"	""	"1"	"4"	"3"	"0"	"0"	"1"	"0"	"1"	"0"	"8"	"0"	"0"	"2"	"2"	"4"	"0"	"0"	"1"	"0"	"0"	"1"	"18"	"0"	"0"	"0"	"1"	"13"	"31"	"505"	""	"505"	""	""
"428"	"9"	""	"291"	"10"	"293"	"159"	""	"4"	"4"	"2"	"0"	"1"	"1"	"2"	"0"	"0"	"0"	"0"	"3"	"1"	"5"	"5"	"4"	"1"	"0"	"4"	"0"	"0"	"24"	"0"	"1"	"2"	"1"	"8"	"3"	"538"	""	"538"	""	""
"429"	"10"	""	"292"	"5"	"89"	"135"	""	"3"	"30"	"4"	"1"	"9"	"1"	"1"	"1"	"4"	"1"	"4"	"2"	"2"	"0"	"1"	"1"	"0"	"1"	"1"	"0"	"1"	"5"	"0"	"0"	"5"	"5"	"2"	"12"	"326"	""	"326"	""	""
"430"	"11"	""	"293"	"12"	"53"	"329"	""	"11"	"36"	"12"	"1"	"3"	"1"	"2"	"1"	"1"	"4"	"6"	"2"	"11"	"2"	"0"	"6"	"1"	"1"	"4"	"3"	"0"	"16"	"2"	"0"	"5"	"4"	"3"	"36"	"568"	""	"568"	""	""
"431"	"12"	""	"294"	"9"	"255"	"146"	""	"8"	"20"	"6"	"0"	"0"	"0"	"2"	"2"	"0"	"0"	"0"	"0"	"0"	"3"	"4"	"1"	"2"	"0"	"2"	"0"	"0"	"7"	"2"	"0"	"1"	"1"	"2"	"3"	"476"	""	"476"	""	""
"432"	"FORM-20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"433"	"[See Rule 56  (7)]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"434"	"                                                                                      final result sheet                                                                                       "	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"Election to the Bihar Legislative Assmebly from the 208-SASARAM A.C."	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"436"	"part - 1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"437"	"Total No. of Electors in Assembly Constituency-275379"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"438"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"tes"	""	""	""	""
"439"	"Table Number"	""	"Sl. No. of Polling Station"	"ATENDRA KUMAR SINGH"	"DR. ASHOK KUMAR"	"JAWAHAR PRASAD"	""	"BABU RAM SINGH"	"RAJ SHEKHAR"	"SARWAR ALI KHAN"	"KALINDRA SINGH"	"JYOTI RASHMI"	"DEEPAK KUMAR SRIVASTVA"	"PARMANAND SINGH KUSHWAHA"	"FUL MAN SINGH"	"BHOLA SINGH"	"MUNSHI CHANDRABANSHI"	"RAJ KISHOR MISHRA"	"RAJNATH MAHTO"	"SATENDRA SAH"	"AJAY KUMAR"	"KEDAR RAM"	"GOPAL PRASAD ALIAS GOPAL SAH"	"NAND KISHOR SINGH"	"VINOD KUMAR PANDEY"	"BIHARI KUMAR"	"BHARAT RAM"	"YAMUNA CHAUDHARY"	"RAM ADHIN BHARTI"	"SHASHI BHUSHAN CHOUDHARY"	"SANGRAM SINGH"	"SANJAY KUMAR (KARAN SARAI)"	"SANJAY KUMAR (BRAHMANTOLI)"	"SATYENDRA KUMAR"	"SALAMAT ANSARI"	"otal No. of valid vo"	""	"Total"	"Total No. of tend
votes"	""
"440"	""	""	""	"1"	"2"	"3"	""	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"31"	"T"	""	""	""	""
"441"	""	""	"Total No. of votes recorde d at Polling Station s"	"2321"	"45343"	"50765"	""	"989"	"3925"	"9983"	"309"	"870"	"516"	"639"	"316"	"405"	"549"	"765"	"793"	"6520"	"724"	"930"	"950"	"336"	"249"	"1004"	"217"	"263"	"2039"	"437"	"513"	"1842"	"790"	"1569"	"7398"	"144269"	"0"	"144269"	""	""
"442"	""	""	"No. of votes recorde d on postal ballot papers"	"1"	"102"	"91"	""	"0"	"12"	"7"	"0"	"0"	"4"	"3"	"0"	"0"	"0"	"0"	"0"	"3"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"3"	"1"	"1"	"14"	"243"	""	"243"	""	""
"443"	""	""	"Total votes Polled"	"2322"	"45445"	"50856"	""	"989"	"3937"	"9990"	"309"	"870"	"520"	"642"	"316"	"405"	"549"	"765"	"793"	"6523"	"724"	"930"	"951"	"336"	"249"	"1004"	"217"	"263"	"2039"	"437"	"513"	"1845"	"791"	"1570"	"7412"	"144512"	"0"	"144512"	""	""
"444"	""	"Table Number"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"445"	""	"Sl. No. of Polling Station"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"446"	"1"	"ATENDRA KUMAR SINGH"	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"447"	"2"	"DR. ASHOK KUMAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"448"	"3"	"JAWAHAR PRASAD"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"449"	"4"	"BABU RAM SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"450"	"5"	"RAJ SHEKHAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"451"	"6"	"SARWAR ALI KHAN"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"452"	"7"	"KALINDRA SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"453"	"8"	"JYOTI RASHMI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"454"	"9"	"DEEPAK KUMAR SRIVASTVA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"455"	"10"	"PARMANAND SINGH KUSHWAHA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"456"	"11"	"FUL MAN SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"457"	"12"	"BHOLA SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"458"	"13"	"MUNSHI CHANDRABANSHI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"459"	"14"	"RAJ KISHOR MISHRA"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"460"	"15"	"RAJNATH MAHTO"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"461"	"16"	"SATENDRA SAH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"462"	"17"	"AJAY KUMAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"463"	"18"	"KEDAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"464"	"19"	"GOPAL PRASAD ALIAS GOPAL SAH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"465"	"20"	"NAND KISHOR SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"466"	"21"	"VINOD KUMAR PANDEY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"467"	"22"	"BIHARI KUMAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"468"	"23"	"BHARAT RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"469"	"24"	"YAMUNA CHAUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"470"	"25"	"RAM ADHIN BHARTI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"471"	"26"	"SHASHI BHUSHAN CHOUDHARY"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"472"	"27"	"SANGRAM SINGH"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"473"	"28"	"SANJAY KUMAR (KARAN SARAI)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"474"	"29"	"SANJAY KUMAR (BRAHMANTOLI)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"475"	"30"	"SATYENDRA KUMAR"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"476"	"31"	"SALAMAT ANSARI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"477"	"To"	"tal No. of valid vot"	""	""	""	"es"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"478"	"N"	"o. of rejected vote"	""	""	""	"s"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"479"	""	"Total"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"480"	""	"Total No. of tende
votes"	""	""	""	"r"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"481"	"final result sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
