state	region	District	VSno	Date	VSname	q1a	q1b	q1c	q1d	q1e	q1f	q1g	q1h	q1i	q1j	q1k	q2	q3	q4	q5a1	q5b1	q5c1	q5d1	q5e1	q5a2	q5b2	q5c2	q5d2	q5e2	c1	c2	c3	c4	c5	c6	c6b	c7	c8	c9	c10	c11a	c11b	c11c	c11d	c11e	c11f	c11g	c11h	c11i	c11j	c12	c13	c14	c15	c16	c17	c18
Bihar	MAGADH	BHAGALPUR 	158	10.4.2010  11:10:49 AM	Nathnagar 	1	1	3	1	2	1	1	3	1	1	1	0	11	4	8	4	7	6	6	0	6	4	4	6	1	35	7	6	3	1	paswan	2	2	1	1	6	6	5	6	7	8	8	4	6	5	1	1	2	1	3	3	3
Bihar	MAGADH	MUNGER	165	10.4.2010  2:31:43 PM	Munger 	1	2	3	3	2	3	3	3	3	3	2	2	15	3	3	4	4	4	5	3	10	8	8	4	1	22	5	8	1	1	paswan	2	4	2	4	2	6		4		2	2	6	4	8	3	1	3	4	3	5	3
Bihar	BHOJPUR	KAIMUR (BHABUA)	206	10.4.2010  5:59:21 PM	Chainpur 	1	3	1	1	1	1	1		1	1	1	1	11	4	10	5	8	8	6	0	5	2	2	9	1	23	4	8	2	3	BANIYA	1	1	3	1	9	8	6	4	9	10	10	1	9	2	1	1	1	1	9	3	1
Bihar	PATNA	PATNA	185	10.5.2010  10:50:39 AM	Fatuha 	1	2	3	2	1	1	2	2	1	2	1	4	11	4	10	9	0	5	0	8	10	0	5	0	1	38	5	6	5	4	RAJPOOT	1	1	2	2	5	10	10	10	8	10	10	6	0	8	1	1	2	6	3	6	1
Bihar	MITHLANCHAL	MADHEPURA 	70	10.5.2010  1:56:52 PM	Alamnagar 	3	3	3	2	3	3	3	3	3	3	2	2	12	1	7	3	4	8	4	4	7	7	4	7	1	16	3	1	1	4	Brahmin	1	1	1	1	8	8	3	4	5	4	4	3	3	0	3	1	2	1		1	3
Bihar	MITHLANCHAL	BEGUSARAI 	146	10.4.2010  5:24:50 PM	Begusarai 	1	1	2	1	1	1	1		1	1	1	4	11	4	8	5	10	10	6	2	5	0	0	4	1	32	4	6	4	3	RAJPOOT		2	2	2	4	4	5	3	5	9	9	2		5	1	1	2	8	8	2	3
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	2	3	1	1	1	1	1	1	1	2	2	11	4	10	8	10	10	5	8	4	2	3	4	1	30	4	8	3	1	chamar	5		2	2	9	8	3	7	6	3	10	4	5	10	2	1	2	6	9	0	3
Bihar	BHOJPUR	SARAN	120	10.4.2010  4:22:46 PM	Amnour 	1	2	1	1	1	1	2	1	1	1	1	4	11	4	10	7	8	8	8	5	9	7	7	7	1	23	6	1	2	4	RAJPOOT	1	1	1	1	9	9	9	10	9	10	10	8	9	8	1	1	2	6	9	3	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	3	3	3	1	2	2	1	1	3	1	1	0	11	0	9	6	7	7	8	3	2	3	3	3	1	30	5	7	2	3	teli	2	2	1	1	1	8	8	8	10	8	8	2	8	4	1	0	1	1		0	3
Bihar	BHOJPUR	KAIMUR (BHABUA)	206	10.4.2010  5:59:21 PM	Chainpur 	1	1	3	1	1	1	3	1	3	1	1	4	11	4	6	8	10	10	10	4	8	8	8	10	1	26	5	1	2	3	GUPTA	1		6		5	8	8	10	10	8	8	8	10	10	1	0	1	0	4	6	3
Bihar	PATNA	PATNA	186	10.4.2010  12:02:53 PM	Danapur 	3	3	3	3	3	1	1	2	3	3	3	0	12	2	0	0	0	0	0	9	9	7	10	9	2	50	2	0	2	3	chorshiya	4	4	6	4	0	0	0	5	0	0	0	5	0	0	3	0	4	4	4	4	3
Bihar	#N/A	PATNA	-	10.4.2010  4:40:44 PM	<--Select-->	1	1	1	1	2	1	1	2	2	2	1	4	11	5	9	5	7	10	4	1	10	5	5	4	1	20	4	1	5	3	gupta	2	2	1	1	7	7	4	0	8	5	10	5	4	4	1	0	2	9	99	3	1
Bihar	BHOJPUR	GOPALGANJ 	103	10.5.2010  11:15:43 AM	Bhorey (SC) 	1	3	1	1	1	1	1	1	1	1	1	4	11	0	10	10	10	10	8		5				1	40	2	8	1	3	Yadav	4	4	4	2	10	10	10	5	5	10	10	5	10	10	1	1	2	--	--	--	--
Bihar	BHOJPUR	ROHTAS 	208	10.4.2010  2:48:46 PM	Sasaram 	1	3	3	1	1	1	1	3	3	1	1	1	11	4	9	3	10	10	6	6	1	5	5	8	1	45	6	3	4	4	Brahmin	1	6	6	6	5	2	8	9	6	7	8	4	7	3	2	1	4	8	8	7	1
Bihar	PATNA	PATNA	185	10.5.2010  10:50:39 AM	Fatuha 	2	2	1	1	3	3	1	3	3	1	2	1	11	4	10	10	10	10		5	6	0	0		1	28	3	7	2	3	HALVAI	4	2	4		0	0	10	0	10	10	10	0	10	10	2	0	4	0		7	2
Bihar	BHOJPUR	PURVI CHAMPARAN 	21	10.4.2010  12:08:28 PM	Dhaka 	1	2	2	1	1	1	3	2	1	1	1	6	12	1	5	4	10	5	8	5	8	7	8	5	1	26	5	1	2	4	RAJPOOT	2	4	2	6	8	9	8	8	6	6	5	5	0	3	1	1	1	4	9	1	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	96	10.4.2010  5:08:05 PM	Baruraj 	1	2	2	1	1	1	2	1	1	3	1	0	11	4	9	7	7	8	8	7	10	8	9	9	1	24	5	1	2	3	viskarma	2	4	4		8	8		7	6	9	9	8	10	5	1	1	2	1	1	3	3
Bihar	MITHLANCHAL	KATIHAR 	69	10.5.2010  3:24:57 PM	Korha (SC) 	1	3	1	1	1	1	1	1		1	1	1	11	0	10	5	10	10		8	5	5	4		1	25	2	4	1	1	st		2		2	1	1	7	6	4	5	10		3	5	1	1	2	0	9	0	3
Bihar	MITHLANCHAL	SAMASTIPUR	132	10.4.2010  11:26:55 AM	Warisnagar 	1	3	2	1	1	1	1	1	1	1	1	5	11	5	4	8	9	10	7	3	6		8	6	1	19	4	1	5	1	paswan	2	2	4	2	9	10		8		8	8	7	6		1	1	2	6	9	2	3
Bihar	MITHLANCHAL	KATIHAR 	64	10.5.2010  12:15:48 PM	Kadwa 	3	3	1	1	1	1	1	1	1	1	1	1	11	2	10	10	10	10	10	0	0	0	0	0	1	18	3	1	2	3	mandal	2	2	2	2	0	0	0	10	0	0	10	10	0	10	1	1	2	7		2	3
Bihar	MAGADH	BHAGALPUR 	155	10.5.2010  11:27:40 AM	Kahalgaon 	1	1	1	2	1	1	1	1	1		1	4	12	1	8	8	6	6	6	9	9	7	10	8	1	35	4	3	3	3	gamta	6	6			9	9	6	10	9	7	9	7	8	4	1	0	2	1	99	1	3
Bihar	MAGADH	GAYA	229	10.4.2010  11:47:02 AM	Bodh Gaya (SC) 	3	3	3	1	3	3	2	3	3	2	2	0	0	0											1	38	4	3	2	3	Yadav	4		4			5	2	2		2	2	0	1	1	3	3		0	8	6	3
Bihar	PATNA	PATNA	185	10.5.2010  10:50:39 AM	Fatuha 	1	1	1	1	1	1	1	1	1		1	4	11	0	9		8	8	8	2	5	8	5	8	1	35	5	7	4	3	chorshiya	2	2	1	1	8	10	9	8	8	9	9	5	9	8	1	0	2	0	3	3	3
Bihar	MAGADH	AURANGABAD	220	10.4.2010  11:36:27 AM	Obra 	1	3	3	3	3	1	3	3	3	1	2	1	12	0	6	2	3	0	0	9	10	5	10	8	1	38	5	3	5	3	mehto	2	4	2	4	8	8	2	9	3	3	2	4	1	8	2	0	1	4	14	4	1
Bihar	PATNA	PATNA	188	10.4.2010  1:12:38 PM	Phulwari (SC) 	1		1	1	1	1	1	1			1	0	11	0	7	7	6	0		3	7	7	0		1	18	3	8	3	3	teli		1		1	6	5	3	6	5	8	8	4	4	5	1	1	2	0	8	1	1
Bihar	BHOJPUR	GOPALGANJ 	102	10.4.2010  3:55:01 PM	Kuchaikote 	1	1	1	1	1	1	1	1	1	1	1	2	19	4	10	10	10	10	10	0	6	6	6	6	1	32	2	8	4	3	telli	2	6	2	6	8	7	6	9	7	10	9	6	10	10	1	1	2	0		7	3
Bihar	PATNA	Patna 	179	10.4.2010  5:42:15 PM	Barh 	1	1	1	1	1	1	1	1	1	1	1	2	11	4	10	10	10	10	0	0	0	0	0	0	1	46	3	8	2	4	RAJPOOT	2	2	2	2	0	0		0		10	10	0	0	10	1	1	2	0	3	6	3
Bihar	MITHLANCHAL	MADHUBANI 	36	10.4.2010  10:43:22 AM	Madhubani 	1	1	2	1	1	1	1	1	1	1	1	4	11	4	10	10	5	8		0	5	0	0		1	35	1	7	2	4	Brahmin		2		2	10	9	0	8	7	10	10	0	8	8	1	1	2	0	9	0	3
Bihar	BHOJPUR	PASCHIM CHAMPARAN 	1	10.4.2010  3:11:03 PM	Valmiki Nagar 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	9	7	10		0	9	5	4		1	19	5	1	3	3	KESARI	2	2	2	2	2	2	3	0	4	10	10	0	6	8	1	1	2	7	3	6	3
Bihar	PATNA	PATNA	188	10.4.2010  1:12:38 PM	Phulwari (SC) 	1	1	1	2	2	1	1	2	2	1	1	1	0	5	7	5	7	8	6	3	5	3	6	4	1	40	3	8	3	4	Brahmin	1		6	6	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--
Bihar	MITHLANCHAL	SUPAUL	43	10.4.2010  5:17:46 PM	Supaul 	1	3	3	1	1	1	1	2	1	2	1	0	11	1	5	5	5	10	5	0	0	0	0	0	1	32	3	8	2	3	jaiswal	2	6	2	6	10	10	0	10	5	5	10		0	0	2	1	2	9	9	1	3
Bihar	BHOJPUR	SIWAN	112	10.4.2010  12:40:39 PM	Maharajganj 	1	2	1	1	1	1	1	1	1	1	1	2	11	5	9	5	8	10	8	0	1	0	0	0	1	23	6	1	3	4	Bhumihar	2	2	2	6	8	10	5	8	0	9	10	0	5	5	1	1	2	1	3	1	1
Bihar	MITHLANCHAL	SAHARSA	74	10.4.2010  2:50:22 PM	Sonbarsha (SC) 	1	2	2	3	1	1	1	1	3	1	1	2	18	1	2	0	5	4	0	6	10	10	10	5	1	18	3	1	5	3	Yadav		6		6	10	8	5	10	6	4	5	3	0		2	2	4	--	--	--	3
Bihar	MITHLANCHAL	MADHUBANI 	36	10.4.2010  10:43:22 AM	Madhubani 	1	1	3	1	1	1	3	2		3	1	4	11	4	8	6	4	5	3	0	2	6	0	6	1	46	6	7	3	4	kashy	1		2		0	2	6	0	8	8	8	0	0	8	1	1	2	9	1	7	1
Bihar	MITHLANCHAL	MADHUBANI 	38	10.4.2010  1:04:37 PM	Jhanjharpur 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	9	5	7	7	5	4	5	3	5	5	1	33	5	6	4	5	Muslim		2		6	9	10		9	5	3	9	5	9	6	1	1	2	9	4	1	3
Bihar	BHOJPUR	GOPALGANJ 	101	10.4.2010  12:13:47 PM	Gopalganj 	1	1	1	1	1	1	1	1	1	1	1	4	11	5	10	10	10	10	10	2	8	5	8	8	1	45	4	8	3	3	viskarma	2	2	2	2	10	10	5	8	6	10	10	5	5	10	1	1	2	0	9	3	1
Bihar	MITHLANCHAL	PURNIA	62	10.4.2010  10:32:07 AM	Purnia 	1	2	1	3	3	1	3	1	3	3	2	0	11	4	5	6	0	2	0	1	9	0	0	0	1	25	5	8	1	4	bagali	1		1		5	5	7	5	7	7	5	2	7	0	2	1	2	6	14	0	1
Bihar	PATNA	NALANDA 	172	10.4.2010  4:16:12 PM	Biharsharif 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	10	10	8	10	8	0	10	8	6	8	1	46	3	8	4	3	swarnkar	2	2	1	2	10	10	0	6	7	10	10	0	6	6	1	1	2	0		3	1
Bihar	MITHLANCHAL	PURNIA	61	10.5.2010  10:09:39 AM	Dhamdaha 	1	1	1	1	1	1	1	1	1	1	1	2	11	2	10	10	10	10	10	5	10	10	10	0	1	28	4	1	1	3	Yadav	1	1	1	1	8	7	9	8	6	10	10	4	5	5	2	3	3	0	3	3	3
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	1	3	2	3	1	3	3	3	3	2	2	2	12	0	3	3	5	2	2	8	10	7	8	7	1	30	6	6	5	4	Bhumihar	6	6	6	6	10	10	3	10	4	2	3	4	3	1	2	1	4	4	3	1	1
Bihar	MITHLANCHAL	SAMASTIPUR	133	10.5.2010  9:32:38 AM	Samastipur 	1	1	2	1	1		1	3	3	1	1	0	11	5	8	8	9	9		5	7	6	5		2	62	4	2	4	3	Yadav	6	6	6	6	8	9	7	9	6	8	8	7	9	7	1	0	2	3	3	3	1
Bihar	MITHLANCHAL	SAMASTIPUR	138	10.5.2010  9:41:23 AM	Bibhutipur 	1	1	1	3	3	3	1	2	1	1	3	2	11	5	6	4	5	7		4	7	5	4	4	1	19	2	3	2	3	KUSWAHA	7	7		7	9	2	5	8	10	8	10	0	0	10	1	0	4	0	1	6	3
Bihar	BHOJPUR	SARAN	119	10.5.2010  12:00:19 PM	Garkha (SC) 	2	2	2	3	2	1	2	2	2	3	2	1	0	1	0	0	0	2	2	7	10	6	8	6	1	23	4	1	5	3	Yadav		6	4	4	8	10		10	2	0	0	8	8	0	2	3		6	9	0	3
Bihar	MITHLANCHAL	MADHEPURA 	71	10.4.2010  12:40:16 PM	Bihariganj 	3	3	3	3	2	1	1	3	3	2	2	2	15	2	4	2	4	5	2	6	6	6	8	4	1	34	3	3	4	3	Yadav	4	6	2	6	9	10	0	8	1	8	3	5	7	0	1	1	4	5	3	1	3
Bihar	BHOJPUR	SIWAN	112	10.4.2010  12:40:39 PM	Maharajganj 	1	1	1	1	1	1	1	2	2	3	1	6	14	0	5	4	5	5	6	0	3	3	3	7	1	46	3	7	3	4	RAJPOOT	2	6	2	6	8	9	8	8	0	6	7	2	8	2	3	0	2	4	3	1	3
Bihar	MITHLANCHAL	MADHUBANI 	34	10.4.2010  4:51:25 PM	Babubarhi 	1	1	1	1	1	2	1	1	3	3	1	4	11	4	9	7		9	10	6	8		8	7	1	22	1	8	4	5	Muslim		6			7	10	3	10	6	8	6	1	3	4	1	0	2	1	8	2	3
Bihar	MITHLANCHAL	SAMASTIPUR	138	10.5.2010  9:41:23 AM	Bibhutipur 	1	1	2	1	1	1	2	1	1	1	1	4	11	5	7	10	7	8	8	5	6	9	9	8	1	32	6	8	0	3	Kurmi 	1	2	2	6	6	3	2	6	5	7	8	2		7	1	1	2	7	14	0	1
Bihar	MITHLANCHAL	BEGUSARAI 	146	10.4.2010  5:24:50 PM	Begusarai 	1	2	2	1	1	1	2	2	1	1	1	1	12	5	10	4	5	10	3	5	7	5	5	5	1	34	5	8	2	3	Kalwar	2		2	2	0	6	4	10	3	10	10	0	0	0	1	1	2	5		3	3
Bihar	MITHLANCHAL	MADHEPURA 	70	10.5.2010  1:56:52 PM	Alamnagar 	1	1	2	1	1	1	1	1	1	1	1	0	11	4	10	5	10	10	10		5	6	5	5	1	18	4	1	2	3	gangota	2				10	5	5	5	6	10	10	5	5	5	1	1	2	9	9	7	3
Bihar	MITHLANCHAL	MADHEPURA 	70	10.5.2010  1:56:52 PM	Alamnagar 	1	1	2	1	1	1	1	1	1	1	1	0	11	4	10	5	10	10	10		5	6	5	5	1	18	4	1	2	3	gangota	2				10	5	5	5	6	10	10	5	5	5	1	1	2	9	9	7	3
Bihar	MAGADH	LAKHISARAI	168	10.4.2010  2:23:02 PM	Lakhisarai 	1	1	1	1	1	1	1	1	1	2	1	4	11	4	6	4	8	9		2	5	2	0		1	20	4	8	1	4	singh	4	2			6	10	6	7	4	6	8	4	3	0	2	0	2	6	4	6	3
Bihar	MITHLANCHAL	DARBHANGA	78	10.5.2010  12:19:28 PM	Kusheshwar Asthan (SC) 	3	1	2	3	3	1	2	2	3	3	3	1	0	0											1	42	3	3	1	1	paswan	2		2		8										1	3	2	1	14	0	3
Bihar	#N/A	SITAMARHI 		#N/A	<--Select-->	1	1	1	2	1	1		2	1	1	1	4	11	7	7	10	3	4	2	3	4	5	6	1	1	21	3	8	4	4	Bhumihar		2	2	2	0	0		3	10	7	10	0		5	1	0	2	7	14	6	3
Bihar	MITHLANCHAL	KATIHAR 	66	10.4.2010  4:02:22 PM	Pranpur 	1	1	1	1	2	2	3	3	3	3	3	3	0	0	5	3	0	5	2	1	1	0	1	2	1	64	5	3	2	4	Brahmin	6	6	6	6	10	10	5	10	5	5	5	0	0	10	3	3	4	5	9	1	3
Bihar	BHOJPUR	BHOJPUR	194	10.4.2010  11:50:16 AM	Arrah 	1	1	1	1	1	1	1	1	1	1	1	1	11	2	9	8	8	10		4	4	3	6		2	22	5	1	4	4	RAJPOOT	1	1	1	1	8	9	8	8	9	10	10	6	10	10	1	1	2	3		3	1
Bihar	MITHLANCHAL	DARBHANGA	82	10.4.2010  5:57:58 PM	Darbhanga Rural 	1	1	2	1	1	1	1		1	3	2	2	11	5	10	10	10	10	10	0	6	10	0		1	30	5	7	2	3	Mandal	2	2	1	1	5	10	10	10	5	10	10	0		0	2	1	2	1	14	3	3
Bihar	MITHLANCHAL	DARBHANGA	82	10.4.2010  5:57:58 PM	Darbhanga Rural 	1	1	2	1	1	1	1		1	3	2	2	11	5	10	10	10	10	10	0	6	10	0		1	30	5	7	2	3	Mandal	2	2	1	1	5	10	10	10	5	10	10	0		0	2	1	2	1	14	3	3
Bihar	MITHLANCHAL	DARBHANGA	78	10.5.2010  12:19:28 PM	Kusheshwar Asthan (SC) 	1	2	2	3	1	2	3	1	1	1	1	4	15	3	5	5	10	5	8	7	10	10	8	6	1	21	5	1	5	3	gwala	6	4	4		10	10	8	10	8	10	10	10	8	10	1	1	2	9	3	4	2
Bihar	MITHLANCHAL	SAHARSA	76	10.6.2010  2:08:54 PM	Simri Bakhtiarpur 	1	2	3	3	3	1	1	2	3	3	3	1	0	0	0	7		0	0	0	9		0	10	1	26	7	7	6	5	Muslim	2	6	6	6	10	10	8	10	8	0	0	0	10	4	3	0	4	5	99	1	3
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	1	1	1	1	1	1	1	1	1	1	4	11	4	10	8	10	10	8	5	10	8	8	6	1	27	4	7	3	3	KUSWAHA	2	2		2	8	7	5	6	7	8	10	7	6	8	1	1	2	0	3	7	1
Bihar	MAGADH	GAYA	228	10.5.2010  12:35:02 PM	Barachatti (SC) 	1	2	2	1	1	1	1	2	2	1	1	4	18	5	7	5	5	8	5	0	8	7	4	5	1	21	4	1	2	3	KUSWAHA	2	2	1		7	9	9	9	7	8	10	5	4	4	1	1	2	6	3	7	2
Bihar	MITHLANCHAL	MADHEPURA 	71	10.4.2010  12:40:16 PM	Bihariganj 	1	1	1	3	1	1	3	1	2	3	1	4	11	5	8	3	10	5	5	0	6	4	2	3	1	47	4	8	3	3	kahar(chandravansi)	2	2	2	2	6	5	4	5	2	6	8	0	5	3	1	1	2	0	3	3	1
Bihar	BHOJPUR	SIWAN	105	10.4.2010  12:09:42 PM	Siwan 	1	1	1	1	1	1	1	2	1	1	1	2	11	4	10	10	6	10	8	8	6	10	5	8	1	32	5	8	5	4	KAYASTHYA	1	1	1	1	3	5	8	0	10	10	10	5	4	6	1	0	2	8	8	6	1
Bihar	BHOJPUR	BHOJPUR	194	10.4.2010  11:50:16 AM	Arrah 	1	1	1	1	1	1	2	1	1	1	1	4	11	6	10	8	10	10	8	0	10	2	2	5	1	30	5	6	7	4	RAJPOOT	1	1	2	2	2	2	8		8	10	10	0	8	10	1	1	2	9	3	3	3
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1	1	1	1	1	1	1	1	1	1	1	2	11	4	10	10	10	10	10	2	0	0	0	0	--	38	3	8	4	4	Brahmin	1	1	1	1	10	10	10	10	10	10	10	0	10	10	1	1	1	1	1	3	1
Bihar	#N/A	MUZAFFARPUR 		#N/A	<--Select-->	1	3	1	1		1	3		3	1	1	4	11	4	8	10	8	9		5	8	6	7		2	25	5	2	5	3	Kalwar		2		1	2	6		7	8	9	9	5		8	1	2	1	6	8	3	3
Bihar	MAGADH	JAHANABAD 	216	10.4.2010  2:02:20 PM	Jehanabad 	1	3	1	3	1	1	1	3	3	1	1	3	12	3	7	8	8	5	7	4	3	2	6	10	1	26	0	1	0	5	Muslim	4	2	4	2	5	0	0	10	9	0	0	10	0	10	3	0	1	4	3	4	1
Bihar	PATNA	PATNA	184	10.5.2010  9:20:03 AM	Patna Sahib 	1		3	1	1	1	1	1	1	2	1	4	14	7	10	5	8	5	8	9	9	9	7	6	1	30	5	8	4	3	barbar	1	2	1	2	2	0	8	4	8	8	9	4	2	8	1	1	2	8	3	1	1
Bihar	BHOJPUR	PURVI CHAMPARAN 	19	10.5.2010  4:37:43 PM	Motihari 	1	1	1	1	1	1	1	1	1	1	1	1	11	4	8	7		8	6	1	5			1	1	28	3	8	2	1	st	2	2	2	7	5	6		5		8	8	0		6	1	1	2	0		7	1
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	2	2	1	1	1	1	3	1	1	1	4	11	5	10	5	10	8	5	5	9	8	9	10	1	25	5	7	2	3	Yadav	4	4	4		8	10	9	9	9	10	10	5	5	0	2	0	1	0	9	7	3
Bihar	#N/A	PATNA		#N/A	<--Select-->	1	1	1	1	1	1		1	1	1	1	4	11	0											2	26	2	2	2	4	RAJPOOT	2	2	2		10	7		10	4	9	10	5	6	8	2	0	4	0	8	0	1
Bihar	MITHLANCHAL	SAMASTIPUR	137	10.4.2010  3:31:28 PM	Mohiuddinnagar 	1	3	2	1	1	1	3	3	1	3	2	1	14	5	8	8	10	6	5	4	10	7	9	8	1	25	4	8	3	4	Bhumihar	5	1	6	6	10	10	8	10	8	8	8	5	4	4	2	0	2	6	1	7	3
Bihar	BHOJPUR	BHOJPUR	194	10.4.2010  11:50:16 AM	Arrah 	1	2	2	3	1	1	1	2	1	2	2	4	11	4	6	4	6	3	5	4	6	4	7	5	1	48	5	1	2	3	Kanu	1		1		7	10	2	8	8	8	8	8	5	0	3	2	1	1	4	6	3
Bihar	BHOJPUR	SIWAN	105	10.4.2010  12:09:42 PM	Siwan 	1		2	1	2	1	2	1	2		1	1	0	0	0		0	2		0	6	0	0		1	37	5	8	4	3	chorshiya	1		7		4	0		6	0	7	7	4	5	6	1	1	2	0	14	6	1
Bihar	BHOJPUR	BHOJPUR	194	10.4.2010  11:50:16 AM	Arrah 	1	1	2	1	1	1	1	2	1	1	1	1	11	4	8	6	5	8	6	2	6	6	6	6	1	32	5	8	5	4	RAJPOOT	1	1	2	2	5	7	7	6	7	8	8	3	4	8	1	1	2	1	9	3	1
Bihar	MITHLANCHAL	VAISHALI 	126	10.5.2010  9:30:31 AM	Mahua 	1	1	3	1	1	1	3	1	1	3	1	4	11	4	10	6	6	10	5	4	4	8	5	5	1	28	5	8	5	3	KUSWAHA	2	2	2	2	5	3	2	6	10	10	10	2	6	2	1	1	2	7	9	3	2
Bihar	MITHLANCHAL	SITAMARHI 	27	10.4.2010  3:59:14 PM	Bajpatti 	2	3	3	3	3	3	3	1	3	3	3	1	12	1	5	6	4	5	8	9	7	9	8	4	1	30	1	9	1	3	Yadav	2	4	2	4	7	6	5	9	5	8	10	2	1	1	3	0	4	6		4	3
Bihar	MITHLANCHAL	MUZAFFARPUR 	94	10.4.2010  11:56:48 AM	Muzaffarpur 	1	1	3	3	1	1	1		1	1	1	2	12	4	6	2	9	8	6	0	0	10	4	4	1		5	7	1	4	KAYASTHYA	1	1	1	1	7	4	8	5	7	7	7	2	5	2	2	1	4	4	3	2	1
Bihar	MITHLANCHAL	PURNIA	62	10.4.2010  10:32:07 AM	Purnia 	1	1	3	1	1	1	1	1	1	1	1	1	11	5	9	10	10	9	2	0	0	0	0	0	2	55	6	7	--	4	bagali	1	1	1	1	8	10	5	9	5	9	10	0	9	0	1	1	1	6	9	1	1
Bihar	MAGADH	MUNGER	164	10.4.2010  3:09:53 PM	Tarapur 	1	3	3	3	1	3	3	1	3	3	3	4	0	0	5	5	0	0		5	10	10	10		1	36	6	7	4	3	Bend	4		2		5	10	5	10		7	5	0	0	5	2	2	4	6	1	6	3
Bihar	#N/A	MADHUBANI 		#N/A	<--Select-->	1	1	1	3	1	1	1	1	1	1	1	3	11	4	10	2	8	8		0	8		3	5	1	23	4	8	4	3	teli	7		1							10	8	0		7	1	3	4	0	8	0	3
Bihar	MITHLANCHAL	DARBHANGA	86	10.4.2010  5:26:58 PM	Keoti 	1	2	1	1	1	1	3	2	1	3	1	4	11	0	8	7	0	7	7	6	8	10	9	9	1	29	6	7	6	4	cayasth	1	4	1	1	7	8	8	9	6	8	8	4	0	4	1	1	2	1	14	6	1
Bihar	PATNA	PATNA	189	10.4.2010  2:04:06 PM	Masaurhi (SC) 	1	1	1	1	1	1	1	1	1	1	1	5	11	4	8	10	7	8	5	5	8	6	7	8	1	45	3	8	2	3	BANIYA	2	2	2	2	5	8	6	6	8	8	8	6	5	5	1	1	2	8	3	7	2
Bihar	MITHLANCHAL	MADHUBANI 	39	10.5.2010  9:52:38 AM	Phulparas 	1	1	1	1	1	1	3	1	1	1	1	4	11	5	7	3	8	7		3	8	3	3		1	35	5	1	4	3	Kurmi 		2			7	8	3	8	5	8	8	6	5	7	1	1	2	0	3	3	3
Bihar	MITHLANCHAL	SAHARSA	75	10.4.2010  12:43:11 PM	Saharsa 	1	1	1	1	1	1	1	2	1	1	1	4	11	5	8	6	5	4	5	6	8	5	6	5	1	28	6	7	4	5	Muslim	1	6	6	6	6	4	4	5	4	6	4	3	1	2	1	1	2	6	3	1	1
Bihar	MAGADH	BANKA	161	10.4.2010  12:14:57 PM	Banka 	1	1	2	1	3	1	1	2	2	2	2	1	12	4	5	10	5	5	0	0	0	0	0	5	1	26	4	6	4	3	kutuha	2	2	1	7	8	8	0	8	0	5	5	0	7	6	2	2	4	0	14	7	1
Bihar	PATNA	PATNA	182	10.5.2010  11:57:59 AM	Bankipur 	1	2	2	2	1	1	1	1	1	1	1	1	14	5	6	8	5	3	2	4	8	5	3	2	1	24	7	7	2	3	tanti	2	2	2	2	5	10	9	10	8	8	7	6	5	5	1	1	2	6	14	7	3
Bihar	PATNA	PATNA	183	10.6.2010  5:16:50 PM	Kumhrar 	1	2	2	3	1	3	3	2	1	3	3	0	0	1	3	0	0	0	3	3	8	7	5	6	1	31	5	7	5	1	Dalit	2	6	6	6	8	10	10	10	6	3	3	8	10	3	3	0	4	5	14	1	1
Bihar	MAGADH	SHEIKHPURA 	169	10.5.2010  2:42:41 PM	Sheikhpura 	1	1	1	1	1	3	1	2	1	3	1	4	11	4	10	10	10	10	10	5	6	6	5	6	1	21	4	8	3	3	Kurmi 	2	2	6	2	10	8	6	0	8	7	10	0	10	8	1	1	2	9		3	1
Bihar	MITHLANCHAL	SAMASTIPUR	132	10.4.2010  11:26:55 AM	Warisnagar 	1	2	1	1	1	2	2	1	1	3	1	1	11	4	8	5	7	10		3	10	10	10		1	25	3	3	0	3	MADHESIYA	2	2	2	2	8	8	8	7	8	6	6	0	8	8	1	1	2	6	3	6	3
Bihar	PATNA	PATNA	185	10.5.2010  10:50:39 AM	Fatuha 	1	2	3	1	1	1	1	1	1	3	1	1	0	3	1	1	1	1	1	9	9	9	9	9	1	25	4	2	6	4	RAJPOOT	4	4	4	4	5	4	3	6	1	1	1	9	1	1	2	0	4	0	14	7	1
Bihar	MITHLANCHAL	VAISHALI 	129	10.4.2010  11:33:22 AM	Mahnar 	1	1	3	1	1	1	3	2	2	1	1	4	11	7	10	10	8	8	8	8	8	10	10	8	1	35	6	8	2	3	viskarma	5	1	2	2	8	10	8	8	6	8	8	6	5	5	1	1	2	6	3	3	2
