"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 234-Gurua Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Round No. ……         1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"5"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL No.
of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""
"6"	""	""	""	""	"ANWAR ALI KHAN"	""	"BIRBHADRA YASHRAJ"	""	""	"SHAKEEL AHMAD KHAN"	""	""	"SIDHESHWAR PRASAD SINHA"	""	""	"MOHAMMAD KHAN ALI"	""	""	""	"SUNIL KUMAR SINGH"	""	""	"ARUN KUMAR"	""	""	"MD. NAIMUDDIN"	""	""	"BIRENDRA KUMAR YADAV"	""	""	""	"SONU BHARATI"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"414"	"4"	""	""	"781"	""	"1494"	""	""	"1332"	""	""	"230"	""	""	"46"	""	""	""	"63"	""	""	"23"	""	""	"46"	""	""	"47"	""	""	""	"142"	""	""	""	"4204"	""	""	""	"0"	""	""	""	"4204"	""	""	""	""	""	""	""	""	""	""	""	""
"415"	"5"	""	""	"930"	""	"1505"	""	""	"1349"	""	""	"188"	""	""	"64"	""	""	""	"64"	""	""	"48"	""	""	"47"	""	""	"60"	""	""	""	"139"	""	""	""	"4394"	""	""	""	"0"	""	""	""	"4394"	""	""	""	""	""	""	""	""	""	""	""	""
"416"	"6"	""	""	"1029"	""	"1680"	""	""	"1724"	""	""	"246"	""	""	"49"	""	""	""	"80"	""	""	"34"	""	""	"51"	""	""	"62"	""	""	""	"146"	""	""	""	"5101"	""	""	""	"0"	""	""	""	"5101"	""	""	""	""	""	""	""	""	""	""	""	""
"417"	"7"	""	""	"1215"	""	"1801"	""	""	"1301"	""	""	"328"	""	""	"58"	""	""	""	"72"	""	""	"40"	""	""	"53"	""	""	"73"	""	""	""	"154"	""	""	""	"5095"	""	""	""	"0"	""	""	""	"5095"	""	""	""	""	""	""	""	""	""	""	""	""
"418"	"8"	""	""	"1211"	""	"1547"	""	""	"1149"	""	""	"279"	""	""	"39"	""	""	""	"71"	""	""	"23"	""	""	"27"	""	""	"35"	""	""	""	"99"	""	""	""	"4480"	""	""	""	"0"	""	""	""	"4480"	""	""	""	""	""	""	""	""	""	""	""	""
"419"	"9"	""	""	"1635"	""	"2351"	""	""	"1487"	""	""	"231"	""	""	"54"	""	""	""	"92"	""	""	"37"	""	""	"43"	""	""	"64"	""	""	""	"163"	""	""	""	"6157"	""	""	""	"0"	""	""	""	"6157"	""	""	""	""	""	""	""	""	""	""	""	""
"420"	"10"	""	""	"1319"	""	"1101"	""	""	"1507"	""	""	"336"	""	""	"56"	""	""	""	"83"	""	""	"28"	""	""	"48"	""	""	"53"	""	""	""	"136"	""	""	""	"4667"	""	""	""	"0"	""	""	""	"4667"	""	""	""	""	""	""	""	""	""	""	""	""
"421"	"11"	""	""	"1414"	""	"884"	""	""	"1689"	""	""	"349"	""	""	"50"	""	""	""	"79"	""	""	"41"	""	""	"58"	""	""	"67"	""	""	""	"181"	""	""	""	"4812"	""	""	""	"0"	""	""	""	"4812"	""	""	""	""	""	""	""	""	""	""	""	""
"422"	"12"	""	""	"1840"	""	"1129"	""	""	"1790"	""	""	"238"	""	""	"32"	""	""	""	"57"	""	""	"35"	""	""	"35"	""	""	"43"	""	""	""	"110"	""	""	""	"5309"	""	""	""	"0"	""	""	""	"5309"	""	""	""	""	""	""	""	""	""	""	""	""
"423"	"13"	""	""	"953"	""	"1347"	""	""	"1706"	""	""	"160"	""	""	"59"	""	""	""	"75"	""	""	"33"	""	""	"48"	""	""	"63"	""	""	""	"141"	""	""	""	"4585"	""	""	""	"0"	""	""	""	"4585"	""	""	""	""	""	""	""	""	""	""	""	""
"424"	"14"	""	""	"1833"	""	"1078"	""	""	"1414"	""	""	"201"	""	""	"64"	""	""	""	"114"	""	""	"42"	""	""	"63"	""	""	"63"	""	""	""	"230"	""	""	""	"5102"	""	""	""	"0"	""	""	""	"5118"	""	""	""	""	""	""	""	""	""	""	""	""
"425"	"15"	""	""	"1492"	""	"818"	""	""	"1931"	""	""	"183"	""	""	"53"	""	""	""	"83"	""	""	"42"	""	""	"59"	""	""	"60"	""	""	""	"164"	""	""	""	"4885"	""	""	""	"0"	""	""	""	"4885"	""	""	""	""	""	""	""	""	""	""	""	""
"426"	"16"	""	""	"1284"	""	"1674"	""	""	"1536"	""	""	"304"	""	""	"62"	""	""	""	"111"	""	""	"40"	""	""	"59"	""	""	"78"	""	""	""	"128"	""	""	""	"5276"	""	""	""	"0"	""	""	""	"5276"	""	""	""	""	""	""	""	""	""	""	""	""
"427"	"17"	""	""	"1102"	""	"1072"	""	""	"2205"	""	""	"185"	""	""	"45"	""	""	""	"83"	""	""	"42"	""	""	"58"	""	""	"58"	""	""	""	"201"	""	""	""	"5051"	""	""	""	"0"	""	""	""	"5066"	""	""	""	""	""	""	""	""	""	""	""	""
"428"	"18"	""	""	"1599"	""	"1596"	""	""	"1127"	""	""	"133"	""	""	"46"	""	""	""	"84"	""	""	"44"	""	""	"49"	""	""	"53"	""	""	""	"132"	""	""	""	"4863"	""	""	""	"0"	""	""	""	"4863"	""	""	""	"0"	""	""	""	""	""	""	""	""
"429"	"19"	""	""	"236"	""	"131"	""	""	"286"	""	""	"37"	""	""	"12"	""	""	""	"6"	""	""	"10"	""	""	"11"	""	""	"13"	""	""	""	"32"	""	""	""	"774"	""	""	""	"0"	""	""	""	"774"	""	""	""	""	""	""	""	""	""	""	""	""
"430"	"Total no. of votes recorded at polling station"	""	""	"23129"	""	"26197"	""	""	"27777"	""	""	"4357"	""	""	"938"	""	""	""	"1425"	""	""	"662"	""	""	"875"	""	""	"1084"	""	""	""	"2702"	""	""	""	"89146"	""	""	""	"0"	""	""	""	"89177"	""	""	""	""	""	""	""	""	""	""	""	""
"431"	"No. of vote recorded on postal ballot papers"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	""	""	""	""	""	""	""	""	""
"432"	"Total vote polled"	""	""	"23129"	""	"26197"	""	""	"27777"	""	""	"4357"	""	""	"938"	""	""	""	"1425"	""	""	"662"	""	""	"875"	""	""	"1084"	""	""	""	"2702"	""	""	""	"89146"	""	""	""	"0"	""	""	""	"89177"	""	""	""	""	""	""	""	""	""	""	""	""
"433"	"Place             Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"434"	"Date              22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"435"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
