"FINAL.RESULT.SHEET...See.rule.56.C..2...C...ELECTION.TO.THE.HOUSE.OF.THE.LEGISLATOR.FROM.THE.195.PALIGANJ.ASSEMBLY.CONSTITUNECY.ROUND.1.PART.1..To.be.used.both.for.Parliamentary.and.Assembly.elections..Total.No..of.electors.in.Assembly..Constituency..Segment..."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"	"X..70"	"X..71"	"X..72"	"X..73"	"X..74"	"X..75"
"1"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	""	""	""	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Serial no. of polling station"	""	""	""	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	"DEV SHANKAR PRASAD"	""	""	""	"NAND KUMAR NANDA"	""	""	"SHAMSHIR ALAM"	""	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	"SATISH CHANDRA SHARMA"	""	""	""	"AJAY KUMAR"	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	""	"No. of rejected votes"	""	""	"Total"	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""	""	""
"307"	"Till last
round"	"21260"	""	""	""	"15787"	""	""	""	"845"	""	""	"21311"	""	""	""	""	"1886"	""	""	"376"	""	""	""	"306"	""	""	""	""	"352"	""	""	"944"	""	""	""	""	"1817"	""	""	"919"	""	""	""	"537"	""	""	""	"574"	""	""	""	"1137"	""	""	"68051"	""	""	"0"	""	""	""	"68051"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"308"	"Grand
Total"	"22585"	""	""	""	"16912"	""	""	""	"890"	""	""	"22375"	""	""	""	""	"2171"	""	""	"400"	""	""	""	"319"	""	""	""	""	"385"	""	""	"1005"	""	""	""	""	"1919"	""	""	"963"	""	""	""	"570"	""	""	""	"598"	""	""	""	"1213"	""	""	"72305"	""	""	"0"	""	""	""	"72305"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"309"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"310"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"311"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-14
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"313"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"314"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	"NAND KUMAR NANDA"	""	""	""	""	"SHAMSHIR ALAM"	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	"AJAY KUMAR"	""	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"316"	"173"	"219"	""	""	""	"2"	""	""	""	"1"	""	""	"49"	""	""	""	""	"3"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"6"	""	""	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"3"	""	""	"283"	""	""	""	""	""	""	"283"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"317"	"174"	"87"	""	""	""	"114"	""	""	""	"1"	""	""	"152"	""	""	""	""	"1"	""	""	"2"	""	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	""	""	"7"	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"2"	""	""	"368"	""	""	""	""	""	""	"368"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"318"	"175"	"3"	""	""	""	"11"	""	""	""	"0"	""	""	"9"	""	""	""	""	"0"	""	""	"3"	""	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	""	""	"1"	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"27"	""	""	""	""	""	""	"27"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"319"	"176"	"8"	""	""	""	"7"	""	""	""	"6"	""	""	"333"	""	""	""	""	"25"	""	""	"1"	""	""	""	"2"	""	""	""	""	"0"	""	""	"6"	""	""	""	""	"7"	""	""	"14"	""	""	""	"3"	""	""	""	"8"	""	""	""	"6"	""	""	"426"	""	""	""	""	""	""	"426"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"320"	"177"	"165"	""	""	""	"74"	""	""	""	"5"	""	""	"127"	""	""	""	""	"4"	""	""	"8"	""	""	""	"0"	""	""	""	""	"1"	""	""	"1"	""	""	""	""	"2"	""	""	"1"	""	""	""	"3"	""	""	""	"1"	""	""	""	"3"	""	""	"395"	""	""	""	""	""	""	"395"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"321"	"178"	"31"	""	""	""	"59"	""	""	""	"3"	""	""	"317"	""	""	""	""	"5"	""	""	"0"	""	""	""	"0"	""	""	""	""	"2"	""	""	"5"	""	""	""	""	"4"	""	""	"3"	""	""	""	"0"	""	""	""	"1"	""	""	""	"3"	""	""	"433"	""	""	""	""	""	""	"433"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"322"	"179"	"17"	""	""	""	"103"	""	""	""	"10"	""	""	"116"	""	""	""	""	"20"	""	""	"6"	""	""	""	"2"	""	""	""	""	"3"	""	""	"5"	""	""	""	""	"8"	""	""	"9"	""	""	""	"1"	""	""	""	"0"	""	""	""	"6"	""	""	"306"	""	""	""	""	""	""	"306"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"323"	"180"	"87"	""	""	""	"108"	""	""	""	"1"	""	""	"63"	""	""	""	""	"7"	""	""	"0"	""	""	""	"1"	""	""	""	""	"2"	""	""	"1"	""	""	""	""	"4"	""	""	"4"	""	""	""	"0"	""	""	""	"0"	""	""	""	"2"	""	""	"280"	""	""	""	""	""	""	"280"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"324"	"181"	"127"	""	""	""	"12"	""	""	""	"2"	""	""	"152"	""	""	""	""	"6"	""	""	"0"	""	""	""	"0"	""	""	""	""	"2"	""	""	"0"	""	""	""	""	"8"	""	""	"1"	""	""	""	"0"	""	""	""	"1"	""	""	""	"0"	""	""	"311"	""	""	""	""	""	""	"311"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"181A"	"59"	""	""	""	"91"	""	""	""	"5"	""	""	"107"	""	""	""	""	"11"	""	""	"6"	""	""	""	"2"	""	""	""	""	"5"	""	""	"5"	""	""	""	""	"11"	""	""	"6"	""	""	""	"0"	""	""	""	"7"	""	""	""	"16"	""	""	"331"	""	""	""	""	""	""	"331"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"182"	"6"	""	""	""	"236"	""	""	""	"1"	""	""	"30"	""	""	""	""	"1"	""	""	"7"	""	""	""	"0"	""	""	""	""	"0"	""	""	"2"	""	""	""	""	"5"	""	""	"1"	""	""	""	"1"	""	""	""	"1"	""	""	""	"3"	""	""	"294"	""	""	""	""	""	""	"294"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"183"	"102"	""	""	""	"72"	""	""	""	"6"	""	""	"66"	""	""	""	""	"8"	""	""	"3"	""	""	""	"0"	""	""	""	""	"4"	""	""	"6"	""	""	""	""	"6"	""	""	"3"	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"282"	""	""	""	""	""	""	"282"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"184"	"41"	""	""	""	"108"	""	""	""	"5"	""	""	"133"	""	""	""	""	"54"	""	""	"2"	""	""	""	"2"	""	""	""	""	"4"	""	""	"7"	""	""	""	""	"12"	""	""	"10"	""	""	""	"3"	""	""	""	"2"	""	""	""	"7"	""	""	"390"	""	""	""	""	""	""	"390"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"185"	"12"	""	""	""	"149"	""	""	""	"9"	""	""	"40"	""	""	""	""	"11"	""	""	"4"	""	""	""	"0"	""	""	""	""	"2"	""	""	"0"	""	""	""	""	"4"	""	""	"1"	""	""	""	"3"	""	""	""	"4"	""	""	""	"6"	""	""	"245"	""	""	""	""	""	""	"245"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"Total"	"964"	""	""	""	"1146"	""	""	""	"55"	""	""	"1694"	""	""	""	""	"156"	""	""	"42"	""	""	""	"9"	""	""	""	""	"25"	""	""	"44"	""	""	""	""	"79"	""	""	"54"	""	""	""	"17"	""	""	""	"27"	""	""	""	"59"	""	""	"4371"	""	""	""	""	""	""	"4371"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"331"	"Till last
round"	"22585"	""	""	""	"16912"	""	""	""	"890"	""	""	"22375"	""	""	""	""	"2171"	""	""	"400"	""	""	""	"319"	""	""	""	""	"385"	""	""	"1005"	""	""	""	""	"1919"	""	""	"963"	""	""	""	"570"	""	""	""	"598"	""	""	""	"1213"	""	""	"72305"	""	""	"0"	""	""	""	"72305"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"332"	"Grand
Total"	"23549"	""	""	""	"18058"	""	""	""	"945"	""	""	"24069"	""	""	""	""	"2327"	""	""	"442"	""	""	""	"328"	""	""	""	""	"410"	""	""	"1049"	""	""	""	""	"1998"	""	""	"1017"	""	""	""	"587"	""	""	""	"625"	""	""	""	"1272"	""	""	"76676"	""	""	"0"	""	""	""	"76676"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"333"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-15
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	"NAND KUMAR NANDA"	""	""	""	""	"SHAMSHIR ALAM"	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	"AJAY KUMAR"	""	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"340"	"186"	"138"	""	""	""	"38"	""	""	""	"1"	""	""	"28"	""	""	""	""	"25"	""	""	"1"	""	""	""	"1"	""	""	""	""	"0"	""	""	"0"	""	""	""	""	"2"	""	""	"1"	""	""	""	"1"	""	""	""	"3"	""	""	""	"3"	""	""	"242"	""	""	""	""	""	""	"242"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"187"	"141"	""	""	""	"6"	""	""	""	"17"	""	""	"190"	""	""	""	""	"4"	""	""	"0"	""	""	""	"1"	""	""	""	""	"1"	""	""	"1"	""	""	""	""	"7"	""	""	"2"	""	""	""	"0"	""	""	""	"2"	""	""	""	"2"	""	""	"374"	""	""	""	""	""	""	"374"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"188"	"137"	""	""	""	"175"	""	""	""	"5"	""	""	"92"	""	""	""	""	"15"	""	""	"5"	""	""	""	"1"	""	""	""	""	"5"	""	""	"2"	""	""	""	""	"6"	""	""	"5"	""	""	""	"4"	""	""	""	"0"	""	""	""	"1"	""	""	"453"	""	""	""	""	""	""	"453"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"189"	"8"	""	""	""	"10"	""	""	""	"3"	""	""	"145"	""	""	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	""	""	"0"	""	""	"1"	""	""	""	""	"3"	""	""	"5"	""	""	""	"0"	""	""	""	"0"	""	""	""	"1"	""	""	"181"	""	""	""	""	""	""	"181"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"190"	"53"	""	""	""	"127"	""	""	""	"9"	""	""	"175"	""	""	""	""	"17"	""	""	"2"	""	""	""	"0"	""	""	""	""	"4"	""	""	"3"	""	""	""	""	"20"	""	""	"5"	""	""	""	"3"	""	""	""	"1"	""	""	""	"2"	""	""	"421"	""	""	""	""	""	""	"421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"191"	"14"	""	""	""	"99"	""	""	""	"5"	""	""	"28"	""	""	""	""	"63"	""	""	"0"	""	""	""	"1"	""	""	""	""	"2"	""	""	"2"	""	""	""	""	"3"	""	""	"2"	""	""	""	"7"	""	""	""	"3"	""	""	""	"4"	""	""	"233"	""	""	""	""	""	""	"233"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"192"	"100"	""	""	""	"15"	""	""	""	"1"	""	""	"138"	""	""	""	""	"4"	""	""	"0"	""	""	""	"2"	""	""	""	""	"2"	""	""	"1"	""	""	""	""	"6"	""	""	"3"	""	""	""	"2"	""	""	""	"3"	""	""	""	"5"	""	""	"282"	""	""	""	""	""	""	"282"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"193"	"210"	""	""	""	"130"	""	""	""	"5"	""	""	"252"	""	""	""	""	"12"	""	""	"0"	""	""	""	"3"	""	""	""	""	"14"	""	""	"2"	""	""	""	""	"11"	""	""	"2"	""	""	""	"3"	""	""	""	"1"	""	""	""	"5"	""	""	"650"	""	""	""	""	""	""	"650"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"194"	"50"	""	""	""	"101"	""	""	""	"7"	""	""	"339"	""	""	""	""	"46"	""	""	"7"	""	""	""	"5"	""	""	""	""	"6"	""	""	"20"	""	""	""	""	"14"	""	""	"12"	""	""	""	"7"	""	""	""	"9"	""	""	""	"11"	""	""	"634"	""	""	""	""	""	""	"634"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"195"	"145"	""	""	""	"99"	""	""	""	"5"	""	""	"105"	""	""	""	""	"3"	""	""	"1"	""	""	""	"1"	""	""	""	""	"2"	""	""	"1"	""	""	""	""	"8"	""	""	"3"	""	""	""	"0"	""	""	""	"0"	""	""	""	"0"	""	""	"373"	""	""	""	""	""	""	"373"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"195A"	"83"	""	""	""	"57"	""	""	""	"5"	""	""	"124"	""	""	""	""	"4"	""	""	"2"	""	""	""	"1"	""	""	""	""	"3"	""	""	"2"	""	""	""	""	"13"	""	""	"8"	""	""	""	"7"	""	""	""	"7"	""	""	""	"15"	""	""	"331"	""	""	""	""	""	""	"331"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"196"	"38"	""	""	""	"129"	""	""	""	"4"	""	""	"259"	""	""	""	""	"19"	""	""	"5"	""	""	""	"5"	""	""	""	""	"2"	""	""	"6"	""	""	""	""	"34"	""	""	"13"	""	""	""	"3"	""	""	""	"5"	""	""	""	"8"	""	""	"530"	""	""	""	""	""	""	"530"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"197"	"100"	""	""	""	"185"	""	""	""	"4"	""	""	"278"	""	""	""	""	"7"	""	""	"4"	""	""	""	"3"	""	""	""	""	"2"	""	""	"1"	""	""	""	""	"8"	""	""	"4"	""	""	""	"3"	""	""	""	"4"	""	""	""	"8"	""	""	"611"	""	""	""	""	""	""	"611"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"198"	"58"	""	""	""	"105"	""	""	""	"5"	""	""	"176"	""	""	""	""	"21"	""	""	"4"	""	""	""	"2"	""	""	""	""	"4"	""	""	"3"	""	""	""	""	"18"	""	""	"6"	""	""	""	"4"	""	""	""	"4"	""	""	""	"8"	""	""	"418"	""	""	""	""	""	""	"418"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"Total"	"1275"	""	""	""	"1276"	""	""	""	"76"	""	""	"2329"	""	""	""	""	"243"	""	""	"32"	""	""	""	"27"	""	""	""	""	"47"	""	""	"45"	""	""	""	""	"153"	""	""	"71"	""	""	""	"44"	""	""	""	"42"	""	""	""	"73"	""	""	"5733"	""	""	""	""	""	""	"5733"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"355"	"Till last
round"	"23549"	""	""	""	"18058"	""	""	""	"945"	""	""	"24069"	""	""	""	""	"2327"	""	""	"442"	""	""	""	"328"	""	""	""	""	"410"	""	""	"1049"	""	""	""	""	"1998"	""	""	"1017"	""	""	""	"587"	""	""	""	"625"	""	""	""	"1272"	""	""	"76676"	""	""	"0"	""	""	""	"76676"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"356"	"Grand
Total"	"24824"	""	""	""	"19334"	""	""	""	"1021"	""	""	"26398"	""	""	""	""	"2570"	""	""	"474"	""	""	""	"355"	""	""	""	""	"457"	""	""	"1094"	""	""	""	""	"2151"	""	""	"1088"	""	""	""	"631"	""	""	""	"667"	""	""	""	"1345"	""	""	"82409"	""	""	"0"	""	""	""	"82409"	""	""	""	""	"0"	""	""	""	""	""	""	""	""	""
"357"	"Place :- Date"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"358"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"359"	"Seal & Signature"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"360"	"FINAL RESULT SHEET
[ See rule 56 C (2) (C)]
ELECTION TO THE HOUSE OF THE LEGISLATOR FROM THE 195-PALIGANJ ASSEMBLY CONSTITUNECY
ROUND-16
PART 1
(To be used both for Parliamentary and Assembly elections)
Total No. of electors in Assembly  Constituency/ Segment :-"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"361"	"Name of the Assembly segment ( in the case of election from a Parliamentary constituency) :- 195-PALIGANJ"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"362"	""	"No. of valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"363"	"Serial no. of polling station"	"DR.USHA VIDYARTHI"	""	""	""	"DINANATH SINGH YADAV"	""	""	""	"DEV SHANKAR PRASAD"	""	""	"NAND KUMAR NANDA"	""	""	""	""	"SHAMSHIR ALAM"	""	""	"RANJAY KUMAR"	""	""	""	"RAM RAKSHA PRASAD"	""	""	""	""	"SATISH CHANDRA SHARMA"	""	""	"AJAY KUMAR"	""	""	""	""	"OM PRAKASH CHAUDHARY"	""	""	"DIN NATH YADAV"	""	""	""	"RAM PRAVESH SINGH"	""	""	""	"WAKIL MIYA"	""	""	""	"SANJEEV KUMAR"	""	""	"Total of Valid Votes"	""	""	"No. of rejected votes"	""	""	""	"Total"	""	""	""	""	"No. of tendered votes"	""	""	""	""	""	""	""	""	""
"364"	"199"	"85"	""	""	""	"137"	""	""	""	"5"	""	""	"129"	""	""	""	""	"5"	""	""	"1"	""	""	""	"1"	""	""	""	""	"3"	""	""	"2"	""	""	""	""	"6"	""	""	"3"	""	""	""	"3"	""	""	""	"2"	""	""	""	"3"	""	""	"385"	""	""	""	""	""	""	"385"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"365"	"200"	"57"	""	""	""	"119"	""	""	""	"15"	""	""	"207"	""	""	""	""	"11"	""	""	"3"	""	""	""	"3"	""	""	""	""	"4"	""	""	"1"	""	""	""	""	"11"	""	""	"3"	""	""	""	"4"	""	""	""	"0"	""	""	""	"1"	""	""	"439"	""	""	""	""	""	""	"439"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"366"	"201"	"6"	""	""	""	"213"	""	""	""	"3"	""	""	"17"	""	""	""	""	"2"	""	""	"0"	""	""	""	"0"	""	""	""	""	"0"	""	""	"0"	""	""	""	""	"0"	""	""	"5"	""	""	""	"0"	""	""	""	"2"	""	""	""	"2"	""	""	"250"	""	""	""	""	""	""	"250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"367"	"202"	"289"	""	""	""	"165"	""	""	""	"4"	""	""	"107"	""	""	""	""	"8"	""	""	"1"	""	""	""	"2"	""	""	""	""	"7"	""	""	"4"	""	""	""	""	"11"	""	""	"3"	""	""	""	"4"	""	""	""	"3"	""	""	""	"8"	""	""	"616"	""	""	""	""	""	""	"616"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
