"X.FORM.20."	"X."	"X..1"	"X..2"	"X..3"	"X..4"	"X..5"	"X..6"	"X..7"	"X..8"	"X..9"	"X..10"	"X..11"	"X..12"	"X..13"	"X..14"	"X..15"	"X..16"	"X..17"	"X..18"	"X..19"	"X..20"	"X..21"	"X..22"	"X..23"	"X..24"	"X..25"	"X..26"	"X..27"	"X..28"	"X..29"	"X..30"	"X..31"	"X..32"	"X..33"	"X..34"	"X..35"	"X..36"	"X..37"	"X..38"	"X..39"	"X..40"	"X..41"	"X..42"	"X..43"	"X..44"	"X..45"	"X..46"	"X..47"	"X..48"	"X..49"	"X..50"	"X..51"	"X..52"	"X..53"	"X..54"	"X..55"	"X..56"	"X..57"	"X..58"	"X..59"	"X..60"	"X..61"	"X..62"	"X..63"	"X..64"	"X..65"	"X..66"	"X..67"	"X..68"	"X..69"
"1"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"2"	"Election to the Bihar Legislative Assembly from the 231-Gaya Moffassil Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"3"	"Total No. of Electors in Assembly Constituency                                                                                                                                                       Round No. ……            1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"4"	"Table No."	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""
"5"	""	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	""	"JITENDRA RAM"	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	""	""	"MAHESH SINGH YADAV"	""	"YOGENDRA DAS"	""	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	""	"SAHABUDDIN"	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"312"	"Total"	""	""	""	"2993"	""	""	"654"	""	"299"	""	"47"	""	""	"17"	""	""	"23"	""	""	"25"	""	""	""	"24"	""	""	"13"	""	"64"	""	""	""	"34"	""	"21"	""	""	"51"	""	""	"1588"	""	""	"84"	""	""	""	"169"	""	""	"6106"	""	""	""	"0"	""	""	""	""	"6106"	""	""	""	""	""	""	""	""	""	""
"313"	"Table No."	""	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	""	"Total no. of votes"	""	""	"Total No. of tendered votes"	""	""	""	""	""	""
"314"	""	""	""	""	""	"AWADHESH KUMAR SINGH"	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	""	"SURYADEV VERMA"	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	""	"JITENDRA RAM"	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	""	"MAHESH SINGH YADAV"	""	""	"YOGENDRA DAS"	""	"RAJENDRA PASWAN"	""	""	"LALA PASWAN"	""	""	"VINDESHWA RI PRASAD YADAV"	""	""	""	"SAHABUDDI N"	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"315"	"1"	""	"2"	""	""	"3"	""	"4"	""	"5"	""	""	"6"	""	"7"	""	""	"8"	""	""	""	"9"	""	""	"10"	""	""	"11"	""	""	"12"	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	""	"17"	""	""	"18"	""	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	"22"	""	""	""	""	""	""
"316"	"1"	""	"220"	""	""	"49"	""	"120"	""	"14"	""	""	"4"	""	"0"	""	""	"1"	""	""	""	"2"	""	""	"0"	""	""	"1"	""	""	"1"	""	""	"0"	""	"0"	""	""	"4"	""	""	"213"	""	""	""	"5"	""	""	"5"	""	""	""	"419"	""	""	""	"0"	""	""	""	""	"419"	""	""	""	""	""	""	""	""	""
"317"	"2"	""	"221"	""	""	"190"	""	"27"	""	"34"	""	""	"6"	""	"3"	""	""	"4"	""	""	""	"3"	""	""	"1"	""	""	"1"	""	""	"3"	""	""	"0"	""	"2"	""	""	"2"	""	""	"52"	""	""	""	"1"	""	""	"1"	""	""	""	"330"	""	""	""	"0"	""	""	""	""	"330"	""	""	""	""	""	""	""	""	""
"318"	"3"	""	"222"	""	""	"183"	""	"102"	""	"23"	""	""	"3"	""	"2"	""	""	"2"	""	""	""	"4"	""	""	"4"	""	""	"4"	""	""	"18"	""	""	"10"	""	"7"	""	""	"9"	""	""	"110"	""	""	""	"19"	""	""	"22"	""	""	""	"522"	""	""	""	"0"	""	""	""	""	"522"	""	""	""	""	""	""	""	""	""
"319"	"4"	""	"223"	""	""	"251"	""	"62"	""	"21"	""	""	"0"	""	"0"	""	""	"0"	""	""	""	"1"	""	""	"0"	""	""	"0"	""	""	"0"	""	""	"2"	""	"2"	""	""	"5"	""	""	"89"	""	""	""	"7"	""	""	"18"	""	""	""	"458"	""	""	""	"0"	""	""	""	""	"458"	""	""	""	""	""	""	""	""	""
"320"	"5"	""	"224"	""	""	"322"	""	"14"	""	"19"	""	""	"4"	""	"2"	""	""	"0"	""	""	""	"2"	""	""	"4"	""	""	"0"	""	""	"3"	""	""	"2"	""	"3"	""	""	"4"	""	""	"112"	""	""	""	"3"	""	""	"20"	""	""	""	"514"	""	""	""	"0"	""	""	""	""	"514"	""	""	""	""	""	""	""	""	""
"321"	"6"	""	"225"	""	""	"62"	""	"18"	""	"27"	""	""	"3"	""	"2"	""	""	"1"	""	""	""	"1"	""	""	"3"	""	""	"1"	""	""	"6"	""	""	"0"	""	"1"	""	""	"6"	""	""	"137"	""	""	""	"9"	""	""	"13"	""	""	""	"290"	""	""	""	"0"	""	""	""	""	"290"	""	""	""	""	""	""	""	""	""
"322"	"7"	""	"226"	""	""	"412"	""	"23"	""	"21"	""	""	"6"	""	"6"	""	""	"5"	""	""	""	"3"	""	""	"2"	""	""	"1"	""	""	"1"	""	""	"1"	""	"1"	""	""	"3"	""	""	"67"	""	""	""	"5"	""	""	"14"	""	""	""	"571"	""	""	""	"0"	""	""	""	""	"571"	""	""	""	""	""	""	""	""	""
"323"	"Total"	""	""	""	""	"1469"	""	"366"	""	"159"	""	""	"26"	""	"15"	""	""	"13"	""	""	""	"16"	""	""	"14"	""	""	"8"	""	""	"32"	""	""	"15"	""	"16"	""	""	"33"	""	""	"780"	""	""	""	"49"	""	""	"93"	""	""	""	"3104"	""	""	""	"0"	""	""	""	""	"3104"	""	""	"0"	""	""	""	""	""	""
"324"	"Place   Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"325"	"Date    22-11-2005                                                                                                                                                                                                                      Assistant Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"326"	"(FORM 20)"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"327"	"Sec rule 56(7) Final Result Sheet"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"328"	"Election to the Bihar Legislative Assembly from the 231-Gaya Moffassil Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"329"	"Total No. of Electors in Assembly Constituency"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"330"	"Sl. No. of Polling Station"	""	""	"Number of Valid votes cast in favour of"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"TOTAL
No. of valid votes"	""	""	""	"No. of rejected votes"	""	""	""	"Total no. of votes"	""	""	""	""	"Total No. of tendered votes"	""	""	""	""	""	""	""	""
"331"	""	""	""	"AWADHESH KUMAR SINGH"	""	""	"BINOD KUMAR YADVENDU"	""	"MOHAMMAD NASIM"	""	"SURYADEV VERMA"	""	""	"MD. AYYUB"	""	""	"AJAY YADAV"	""	""	"JITENDRA RAM"	""	""	""	"PURAN CHAUDHARY"	""	""	"PHULMATI DEVI"	""	"MAHESH SINGH YADAV"	""	""	"YOGENDRA DAS"	""	""	"RAJENDRA PASWAN"	""	"LALA PASWAN"	""	""	"VINDESHWAR I PRASAD YADAV"	""	""	"SAHABUDDIN"	""	""	""	"SIDHESHWAR RAM"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"332"	"1"	""	""	"2"	""	""	"3"	""	"4"	""	"5"	""	""	"6"	""	""	"7"	""	""	"8"	""	""	""	"9"	""	""	"10"	""	"11"	""	""	"12"	""	""	"13"	""	"14"	""	""	"15"	""	""	"16"	""	""	""	"17"	""	""	"18"	""	""	""	"19"	""	""	""	"20"	""	""	""	""	"21"	""	""	""	""	""	""	""	""
"333"	"1"	""	""	"684"	""	""	"1897"	""	"668"	""	"145"	""	""	"26"	""	""	"29"	""	""	"20"	""	""	""	"25"	""	""	"31"	""	"78"	""	""	"23"	""	""	"23"	""	"77"	""	""	"1201"	""	""	"118"	""	""	""	"131"	""	""	"5176"	""	""	""	"0"	""	""	""	"5176"	""	""	""	""	""	""	""	""	""	""	""	""	""
"334"	"2"	""	""	"1053"	""	""	"1100"	""	"475"	""	"85"	""	""	"21"	""	""	"24"	""	""	"20"	""	""	""	"33"	""	""	"29"	""	"87"	""	""	"27"	""	""	"25"	""	"73"	""	""	"831"	""	""	"81"	""	""	""	"108"	""	""	"4072"	""	""	""	"0"	""	""	""	"4072"	""	""	""	""	""	""	""	""	""	""	""	""	""
"335"	"3"	""	""	"1061"	""	""	"1178"	""	"599"	""	"54"	""	""	"30"	""	""	"20"	""	""	"23"	""	""	""	"24"	""	""	"28"	""	"113"	""	""	"24"	""	""	"21"	""	"66"	""	""	"1536"	""	""	"124"	""	""	""	"129"	""	""	"5030"	""	""	""	"0"	""	""	""	"5030"	""	""	""	""	""	""	""	""	""	""	""	""	""
"336"	"4"	""	""	"1161"	""	""	"1157"	""	"394"	""	"38"	""	""	"9"	""	""	"11"	""	""	"11"	""	""	""	"23"	""	""	"21"	""	"123"	""	""	"14"	""	""	"14"	""	"52"	""	""	"1620"	""	""	"75"	""	""	""	"110"	""	""	"4833"	""	""	""	"0"	""	""	""	"4833"	""	""	""	""	""	""	""	""	""	""	""	""	""
"337"	"5"	""	""	"643"	""	""	"311"	""	"1545"	""	"120"	""	""	"245"	""	""	"33"	""	""	"18"	""	""	""	"25"	""	""	"25"	""	"73"	""	""	"25"	""	""	"29"	""	"83"	""	""	"1295"	""	""	"75"	""	""	""	"125"	""	""	"4670"	""	""	""	"0"	""	""	""	"4670"	""	""	""	""	""	""	""	""	""	""	""	""	""
"338"	"6"	""	""	"1613"	""	""	"927"	""	"798"	""	"69"	""	""	"45"	""	""	"30"	""	""	"24"	""	""	""	"23"	""	""	"22"	""	"41"	""	""	"32"	""	""	"16"	""	"32"	""	""	"635"	""	""	"67"	""	""	""	"100"	""	""	"4474"	""	""	""	"0"	""	""	""	"4474"	""	""	""	""	""	""	""	""	""	""	""	""	""
"339"	"7"	""	""	"1297"	""	""	"939"	""	"678"	""	"186"	""	""	"29"	""	""	"23"	""	""	"11"	""	""	""	"17"	""	""	"17"	""	"94"	""	""	"36"	""	""	"22"	""	"70"	""	""	"1303"	""	""	"59"	""	""	""	"101"	""	""	"4882"	""	""	""	"0"	""	""	""	"4882"	""	""	""	""	""	""	""	""	""	""	""	""	""
"340"	"8"	""	""	"1421"	""	""	"845"	""	"720"	""	"112"	""	""	"70"	""	""	"44"	""	""	"28"	""	""	""	"35"	""	""	"25"	""	"85"	""	""	"38"	""	""	"30"	""	"63"	""	""	"1199"	""	""	"72"	""	""	""	"106"	""	""	"4893"	""	""	""	"0"	""	""	""	"4893"	""	""	""	""	""	""	""	""	""	""	""	""	""
"341"	"9"	""	""	"1366"	""	""	"843"	""	"550"	""	"93"	""	""	"18"	""	""	"27"	""	""	"23"	""	""	""	"33"	""	""	"23"	""	"77"	""	""	"31"	""	""	"28"	""	"65"	""	""	"1857"	""	""	"94"	""	""	""	"137"	""	""	"5265"	""	""	""	"0"	""	""	""	"5265"	""	""	""	""	""	""	""	""	""	""	""	""	""
"342"	"10"	""	""	"1223"	""	""	"1487"	""	"490"	""	"114"	""	""	"21"	""	""	"62"	""	""	"25"	""	""	""	"40"	""	""	"42"	""	"213"	""	""	"48"	""	""	"39"	""	"94"	""	""	"2328"	""	""	"135"	""	""	""	"198"	""	""	"6559"	""	""	""	"0"	""	""	""	"6559"	""	""	""	""	""	""	""	""	""	""	""	""	""
"343"	"11"	""	""	"1181"	""	""	"1249"	""	"623"	""	"92"	""	""	"19"	""	""	"43"	""	""	"27"	""	""	""	"47"	""	""	"33"	""	"120"	""	""	"57"	""	""	"33"	""	"59"	""	""	"1455"	""	""	"89"	""	""	""	"130"	""	""	"5257"	""	""	""	"0"	""	""	""	"5257"	""	""	""	""	""	""	""	""	""	""	""	""	""
"344"	"12"	""	""	"1904"	""	""	"1091"	""	"403"	""	"68"	""	""	"23"	""	""	"37"	""	""	"27"	""	""	""	"47"	""	""	"39"	""	"604"	""	""	"39"	""	""	"44"	""	"56"	""	""	"1251"	""	""	"94"	""	""	""	"147"	""	""	"5874"	""	""	""	"0"	""	""	""	"5874"	""	""	""	""	""	""	""	""	""	""	""	""	""
"345"	"13"	""	""	"2205"	""	""	"1238"	""	"256"	""	"62"	""	""	"21"	""	""	"18"	""	""	"23"	""	""	""	"26"	""	""	"31"	""	"138"	""	""	"31"	""	""	"29"	""	"84"	""	""	"1744"	""	""	"101"	""	""	""	"156"	""	""	"6163"	""	""	""	"0"	""	""	""	"6163"	""	""	""	""	""	""	""	""	""	""	""	""	""
"346"	"14"	""	""	"1970"	""	""	"751"	""	"385"	""	"113"	""	""	"35"	""	""	"25"	""	""	"15"	""	""	""	"24"	""	""	"19"	""	"70"	""	""	"19"	""	""	"19"	""	"48"	""	""	"1276"	""	""	"64"	""	""	""	"135"	""	""	"4971"	""	""	""	"0"	""	""	""	"4971"	""	""	""	""	""	""	""	""	""	""	""	""	""
"347"	"15"	""	""	"2494"	""	""	"1032"	""	"346"	""	"49"	""	""	"21"	""	""	"25"	""	""	"20"	""	""	""	"23"	""	""	"25"	""	"62"	""	""	"22"	""	""	"24"	""	"42"	""	""	"1110"	""	""	"53"	""	""	""	"109"	""	""	"5457"	""	""	""	"0"	""	""	""	"5457"	""	""	""	""	""	""	""	""	""	""	""	""	""
"348"	"16"	""	""	"1860"	""	""	"751"	""	"578"	""	"72"	""	""	"32"	""	""	"23"	""	""	"28"	""	""	""	"50"	""	""	"36"	""	"63"	""	""	"42"	""	""	"30"	""	"55"	""	""	"1720"	""	""	"72"	""	""	""	"157"	""	""	"5569"	""	""	""	"0"	""	""	""	"5569"	""	""	""	""	""	""	""	""	""	""	""	""	""
"349"	"17"	""	""	"2993"	""	""	"654"	""	"299"	""	"47"	""	""	"17"	""	""	"23"	""	""	"25"	""	""	""	"24"	""	""	"13"	""	"64"	""	""	"34"	""	""	"21"	""	"51"	""	""	"1588"	""	""	"84"	""	""	""	"169"	""	""	"6106"	""	""	""	"0"	""	""	""	"6106"	""	""	""	""	""	""	""	""	""	""	""	""	""
"350"	"18"	""	""	"1469"	""	""	"366"	""	"159"	""	"26"	""	""	"15"	""	""	"13"	""	""	"16"	""	""	""	"14"	""	""	"8"	""	"32"	""	""	"15"	""	""	"16"	""	"33"	""	""	"780"	""	""	"49"	""	""	""	"93"	""	""	"3104"	""	""	""	"0"	""	""	""	"3104"	""	""	""	""	""	""	""	""	""	""	""	""	""
"351"	"Total no. of votes recorded at polling station"	""	""	"27277"	""	""	"17757"	""	"9940"	""	"1541"	""	""	"695"	""	""	"507"	""	""	"383"	""	""	""	"531"	""	""	"462"	""	"2135"	""	""	"549"	""	""	"456"	""	"1089"	""	""	"24617"	""	""	"1497"	""	""	""	"2321"	""	""	"91757"	""	""	""	"0"	""	""	""	"91757"	""	""	""	""	""	""	""	""	""	""	""	""	""
"352"	"No. of vote recorded on postal ballot papers"	""	""	"5"	""	""	"3"	""	"0"	""	"2"	""	""	"1"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	"0"	""	""	"0"	""	""	"0"	""	""	""	"0"	""	""	"11"	""	""	""	"4"	""	""	""	"15"	""	""	""	""	""	""	""	""	""	""	""	""	""
"353"	"Total vote
polled"	""	""	"27282"	""	""	"17760"	""	"9940"	""	"1543"	""	""	"696"	""	""	"507"	""	""	"383"	""	""	""	"531"	""	""	"462"	""	"2135"	""	""	"549"	""	""	"456"	""	"1089"	""	""	"24617"	""	""	"1497"	""	""	""	"2321"	""	""	"91768"	""	""	""	"4"	""	""	""	"91772"	""	""	""	""	""	""	""	""	""	""	""	""	""
"354"	"Place       Gaya College, Gaya"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"355"	"Date        22-11-2005"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"356"	"Returning Officer"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
